Alis

CUSTOMERS
store1  store2  tempo_deslocamento
   1       1           0.00       
   1       2           1.97       
   1       3           0.12       
   1       4           0.23       
   1       5           0.25       
   1       6           0.11       
   1       7           0.28       
   1       8           1.90       
   1       9           0.56       
   1      10           0.15       
   1      11           0.17       
   1      12           0.07       
   1      13           0.50       
   1      14           0.24       
   1      15           0.05       
   1      16           2.74       
   1      17           0.45       
   1      18           0.05       
   1      19           0.21       
   1      20           0.18       
   1      21           0.15       
   1      22           0.46       
   1      23           0.15       
   1      24           1.90       
   1      25           0.50       
   1      26           0.25       
   1      27           0.20       
   1      28           0.45       
   1      29           0.83       
   1      30           0.18       
   1      31           0.38       
   1      32           0.38       
   1      33           0.15       
   1      34           0.45       
   1      35           0.21       
   1      36           0.01       
   1      37           0.30       
   1      38           0.07       
   1      39           0.59       
   1      40           0.33       
   1      41           0.11       
   1      42           0.20       
   1      43           0.28       
   1      44           0.28       
   1      45           1.68       
   1      46           0.50       
   1      47           1.52       
   1      48           0.01       
   1      49           0.17       
   1      50           0.62       
   1      51           0.07       
   1      52           0.48       
   1      53           1.97       
   1      54           0.32       
   1      55           0.13       
   1      56           1.68       
   1      57           0.12       
   1      58           0.15       
   1      59           0.05       
   1      60           0.45       
   1      61           0.50       
   1      62           0.31       
   1      63           1.55       
   1      64           0.46       
   1      65           0.36       
   1      66           0.38       
   1      67           0.45       
   1      68           0.56       
   1      69           0.21       
   1      70           0.15       
   1      71           0.24       
   1      72           0.84       
   1      73           0.11       
   1      74           0.44       
   1      75           0.49       
   1      76           0.83       
   1      77           0.15       
   1      78           1.10       
   1      79           0.20       
   1      80           0.56       
   1      81           0.07       
   1      82           0.08       
   1      83           0.13       
   1      84           0.44       
   1      85           0.62       
   1      86           0.07       
   1      87           0.02       
   1      88           0.62       
   1      89           0.45       
   1      90           0.73       
   1      91           0.05       
   1      92           0.11       
   1      93           1.97       
   1      94           0.76       
   1      95           1.04       
   1      96           0.76       
   1      97           0.56       
   1      98           0.36       
   1      99           0.28       
   1     100           0.44       
   1     101           0.25       
   1     102           0.05       
   1     103           1.04       
   1     104           0.48       
   1     105           0.15       
   1     106           0.55       
   1     107           0.28       
   1     108           0.01       
   1     109           0.36       
   1     110           0.33       
   1     111           0.18       
   1     112           0.15       
   1     113           0.12       
   1     114           0.59       
   1     115           0.15       
   1     116           0.46       
   1     117           1.52       
   1     118           0.02       
   1     119           0.07       
   1     120           0.13       
   1     121           0.32       
   1     122           0.15       
   1     123           0.36       
   1     124           0.77       
   1     125           0.20       
   1     126           0.21       
   1     127           0.22       
   1     128           0.07       
   1     129           0.41       
   1     130           0.13       
   1     131           0.04       
   1     132           0.31       
   1     133           0.50       
   1     134           1.73       
   1     135           0.44       
   1     136           0.16       
