Alis

CUSTOMERS
store1  store2  tempo_deslocamento
   1       1           0.00       
   1       2           1.25       
   1       3           0.31       
   1       4           0.38       
   1       5           0.35       
   1       6           0.54       
   1       7           0.04       
   1       8           0.78       
   1       9           0.94       
   1      10           0.13       
   1      11           1.29       
   1      12           0.22       
   1      13           0.26       
   1      14           0.36       
   1      15           0.11       
   1      16           0.23       
   1      17           0.07       
   1      18           1.61       
   1      19           0.11       
   1      20           1.06       
   1      21           0.30       
   1      22           0.56       
   1      23           0.61       
   1      24           0.04       
   1      25           0.01       
   1      26           0.35       
   1      27           1.34       
   1      28           1.34       
   1      29           0.01       
   1      30           0.54       
   1      31           0.33       
   1      32           0.11       
   1      33           0.30       
   1      34           1.18       
   1      35           0.78       
   1      36           0.12       
   1      37           0.54       
   1      38           0.19       
   1      39           1.06       
   1      40           1.41       
   1      41           0.40       
   1      42           0.04       
   1      43           0.25       
   1      44           0.05       
   1      45           0.94       
   1      46           0.61       
   1      47           0.43       
   1      48           0.27       
   1      49           0.72       
   1      50           0.35       
   1      51           0.61       
   1      52           1.61       
   1      53           0.94       
   1      54           0.09       
   1      55           0.78       
   1      56           0.94       
   1      57           0.04       
   1      58           0.51       
   1      59           0.33       
   1      60           0.19       
   1      61           0.06       
   1      62           1.41       
   1      63           0.29       
   1      64           0.72       
   1      65           0.51       
   1      66           0.04       
   1      67           0.05       
   1      68           1.12       
   1      69           0.49       
   1      70           0.40       
   1      71           0.77       
   1      72           0.38       
   1      73           0.30       
   1      74           0.61       
   1      75           0.04       
   1      76           0.27       
   1      77           0.56       
   1      78           0.07       
   1      79           0.04       
   1      80           2.19       
   1      81           0.25       
   1      82           0.05       
   1      83           0.18       
   1      84           0.35       
   1      85           0.78       
   1      86           0.54       
   1      87           0.25       
   1      88           1.32       
   1      89           1.29       
   1      90           0.43       
   1      91           0.46       
   1      92           0.89       
   1      93           0.77       
   1      94           0.56       
   1      95           0.38       
   1      96           1.29       
   1      97           0.29       
   1      98           0.06       
   1      99           0.30       
   1     100           1.41       
   2       1           2.46       
   2       2           0.00       
   2       3           2.53       
   2       4           1.66       
   2       5           2.40       
   2       6           0.69       
   2       7           0.77       
   2       8           2.05       
   2       9           1.92       
   2      10           1.78       
   2      11           4.14       
   2      12           0.46       
   2      13           2.57       
   2      14           1.16       
   2      15           1.09       
   2      16           3.32       
   2      17           1.15       
   2      18           0.74       
   2      19           1.09       
   2      20           4.82       
   2      21           0.05       
   2      22           0.16       
   2      23           2.66       
   2      24           0.71       
   2      25           0.90       
   2      26           2.40       
   2      27           2.21       
   2      28           2.21       
   2      29           2.04       
   2      30           0.70       
   2      31           1.44       
   2      32           1.09       
   2      33           0.05       
   2      34           1.35       
   2      35           3.13       
   2      36           0.96       
   2      37           0.13       
   2      38           1.31       
   2      39           4.82       
   2      40           0.14       
   2      41           1.94       
   2      42           0.77       
   2      43           1.83       
   2      44           1.67       
   2      45           1.92       
   2      46           2.75       
   2      47           1.79       
   2      48           1.26       
   2      49           2.86       
   2      50           4.19       
   2      51           2.75       
   2      52           0.74       
   2      53           1.92       
   2      54           2.03       
   2      55           2.05       
   2      56           1.92       
   2      57           0.71       
   2      58           1.48       
   2      59           2.57       
   2      60           1.31       
   2      61           2.02       
   2      62           1.33       
   2      63           1.03       
   2      64           2.86       
   2      65           1.48       
   2      66           0.71       
   2      67           1.67       
   2      68           0.03       
   2      69           0.69       
   2      70           0.89       
