Alis

CUSTOMERS
store1  store2  tempo_deslocamento
   1       1           0.00       
   1       2           0.09       
   1       3           0.44       
   1       4           0.02       
   1       5           0.02       
   1       6           0.14       
   1       7           0.62       
   1       8           0.05       
   1       9           0.64       
   1      10           0.05       
   1      11           0.18       
   1      12           0.03       
   1      13           0.07       
   1      14           0.41       
   1      15           0.70       
   1      16           0.01       
   1      17           0.57       
   1      18           1.43       
   1      19           0.37       
   1      20           0.05       
   1      21           0.60       
   1      22           0.05       
   1      23           0.49       
   1      24           0.42       
   1      25           0.04       
   1      26           0.43       
   1      27           0.07       
   1      28           0.09       
   1      29           0.33       
   1      30           0.31       
   1      31           0.70       
   1      32           0.34       
   1      33           0.09       
   1      34           0.54       
   1      35           0.09       
   1      36           0.42       
   1      37           0.25       
   1      38           0.22       
   1      39           0.05       
   1      40           2.21       
   1      41           0.05       
   1      42           0.14       
   1      43           0.03       
   1      44           0.02       
   1      45           0.03       
   1      46           0.36       
   1      47           0.08       
   1      48           0.18       
   1      49           0.69       
   1      50           0.49       
   1      51           0.40       
   1      52           0.48       
   1      53           0.14       
   1      54           0.57       
   1      55           0.36       
   1      56           0.22       
   1      57           0.15       
   1      58           0.27       
   1      59           0.03       
   1      60           0.07       
   1      61           0.07       
   1      62           0.70       
   1      63           0.05       
   1      64           0.25       
   1      65           0.27       
   1      66           0.05       
   1      67           0.02       
   1      68           0.76       
   1      69           0.36       
   1      70           0.64       
   1      71           2.21       
   1      72           2.31       
   1      73           0.74       
   1      74           0.45       
   1      75           0.09       
   1      76           0.39       
   1      77           0.95       
   1      78           0.60       
   1      79           0.08       
   1      80           0.43       
   1      81           0.51       
   1      82           0.44       
   1      83           0.14       
   1      84           0.05       
   1      85           0.08       
   1      86           0.27       
   1      87           0.01       
   1      88           0.02       
   1      89           0.45       
   1      90           2.53       
   1      91           0.16       
   1      92           0.41       
   1      93           0.23       
   1      94           0.15       
   1      95           2.53       
   1      96           0.02       
   1      97           0.27       
   1      98           0.84       
   1      99           0.25       
   1     100           0.07       
   2       1           0.49       
   2       2           0.00       
   2       3           0.51       
   2       4           0.15       
   2       5           0.44       
   2       6           0.49       
   2       7           0.12       
   2       8           0.14       
   2       9           0.08       
   2      10           0.24       
   2      11           0.15       
   2      12           0.49       
   2      13           0.28       
   2      14           0.20       
   2      15           0.66       
   2      16           0.24       
   2      17           0.15       
   2      18           0.46       
   2      19           0.55       
   2      20           0.44       
   2      21           0.62       
   2      22           0.18       
   2      23           0.01       
   2      24           0.04       
   2      25           0.56       
   2      26           0.45       
   2      27           0.30       
   2      28           0.25       
   2      29           0.39       
   2      30           0.62       
   2      31           0.66       
   2      32           0.11       
   2      33           0.25       
   2      34           1.90       
   2      35           0.15       
   2      36           0.04       
   2      37           0.05       
   2      38           0.38       
   2      39           0.44       
   2      40           1.73       
   2      41           0.18       
   2      42           0.12       
   2      43           0.50       
   2      44           0.44       
   2      45           0.49       
   2      46           0.22       
   2      47           0.11       
   2      48           1.55       
   2      49           1.10       
   2      50           0.01       
   2      51           0.20       
   2      52           0.48       
   2      53           0.49       
   2      54           0.15       
   2      55           1.68       
   2      56           0.07       
   2      57           0.07       
   2      58           0.16       
   2      59           0.49       
   2      60           0.28       
   2      61           0.50       
   2      62           0.66       
   2      63           0.14       
   2      64           1.19       
   2      65           0.77       
   2      66           0.44       
   2      67           0.15       
   2      68           0.21       
   2      69           1.68       
   2      70           0.59       
   2      71           1.73       
   2      72           1.52       
   2      73           1.04       
   2      74           0.10       
   2      75           0.25       
   2      76           0.12       
   2      77           0.21       
   2      78           0.62       
   2      79           0.02       
   2      80           0.45       
   2      81           0.56       
   2      82           0.51       
   2      83           0.25       
   2      84           0.14       
