Alis

CUSTOMERS
store1  store2  tempo_deslocamento
   1       1           0.00       
   1       2           0.02       
   1       3           0.68       
   1       4           0.05       
   1       5           0.03       
   1       6           0.17       
   1       7           0.73       
   1       8           0.08       
   1       9           0.04       
   1      10           0.14       
   1      11           0.94       
   1      12           0.13       
   1      13           0.31       
   1      14           0.46       
   1      15           0.46       
   1      16           0.39       
   1      17           0.08       
   1      18           0.61       
   1      19           0.64       
   1      20           0.17       
   1      21           0.71       
   1      22           0.03       
   1      23           0.56       
   1      24           0.15       
   1      25           0.03       
   1      26           0.15       
   1      27           0.57       
   1      28           0.31       
   1      29           0.01       
   1      30           0.33       
   1      31           0.32       
   1      32           0.24       
   1      33           0.15       
   1      34           0.15       
   1      35           0.08       
   1      36           0.05       
   1      37           1.49       
   1      38           0.06       
   1      39           0.08       
   1      40           0.65       
   1      41           0.33       
   1      42           0.08       
   1      43           0.12       
   1      44           0.31       
   1      45           0.02       
   1      46           0.42       
   1      47           1.12       
   1      48           0.27       
   1      49           0.61       
   1      50           0.94       
   2       1           0.24       
   2       2           0.00       
   2       3           0.23       
   2       4           0.11       
   2       5           0.26       
   2       6           0.38       
   2       7           0.15       
   2       8           0.19       
   2       9           0.08       
   2      10           0.33       
   2      11           1.09       
   2      12           0.26       
   2      13           0.36       
   2      14           0.20       
   2      15           0.04       
   2      16           0.15       
   2      17           0.21       
   2      18           0.45       
   2      19           0.68       
   2      20           0.38       
   2      21           0.16       
   2      22           0.03       
   2      23           2.06       
   2      24           0.78       
   2      25           0.26       
   2      26           0.78       
   2      27           0.65       
   2      28           0.36       
   2      29           0.16       
   2      30           0.15       
   2      31           0.14       
   2      32           0.38       
   2      33           0.05       
   2      34           0.78       
   2      35           0.67       
   2      36           0.30       
   2      37           1.82       
   2      38           0.58       
   2      39           0.21       
   2      40           0.40       
   2      41           0.15       
   2      42           0.21       
   2      43           0.29       
   2      44           0.36       
   2      45           0.16       
   2      46           0.38       
   2      47           0.38       
   2      48           0.12       
   2      49           0.45       
   2      50           1.09       
   3       1           0.64       
   3       2           0.36       
   3       3           0.00       
   3       4           0.16       
   3       5           0.12       
   3       6           0.27       
   3       7           0.08       
   3       8           0.18       
   3       9           0.35       
   3      10           0.12       
   3      11           0.75       
   3      12           0.17       
   3      13           0.02       
   3      14           0.14       
   3      15           0.46       
   3      16           0.54       
   3      17           0.20       
   3      18           0.31       
   3      19           0.20       
   3      20           0.27       
   3      21           0.07       
   3      22           0.49       
   3      23           1.41       
   3      24           0.19       
   3      25           0.12       
   3      26           0.19       
   3      27           0.09       
   3      28           0.02       
   3      29           0.45       
   3      30           0.38       
   3      31           0.64       
   3      32           0.29       
   3      33           0.58       
   3      34           0.19       
   3      35           0.20       
   3      36           0.39       
   3      37           0.43       
   3      38           0.24       
   3      39           0.20       
   3      40           0.01       
   3      41           0.38       
   3      42           0.20       
   3      43           0.07       
   3      44           0.02       
   3      45           0.14       
   3      46           0.54       
   3      47           0.07       
   3      48           0.15       
   3      49           0.31       
   3      50           0.75       
   4       1           0.60       
   4       2           0.37       
   4       3           0.33       
   4       4           0.00       
   4       5           0.36       
   4       6           0.96       
   4       7           0.35       
   4       8           0.22       
   4       9           0.42       
   4      10           0.87       
   4      11           0.15       
   4      12           0.59       
   4      13           0.25       
   4      14           0.09       
   4      15           0.22       
   4      16           0.22       
   4      17           0.42       
   4      18           1.32       
   4      19           0.26       
   4      20           0.96       
   4      21           0.39       
   4      22           0.70       
   4      23           2.21       
   4      24           0.07       
   4      25           0.36       
   4      26           0.07       
   4      27           0.49       
   4      28           0.25       
   4      29           0.15       
   4      30           0.57       
   4      31           0.71       
   4      32           0.76       
   4      33           0.74       
   4      34           0.07       
   4      35           1.11       
   4      36           0.36       
   4      37           1.52       
   4      38           1.08       
   4      39           0.42       
   4      40           0.18       
   4      41           0.57       
   4      42           0.42       
   4      43           0.45       
   4      44           0.25       
   4      45           0.90       
   4      46           0.46       
   4      47           0.37       
   4      48           0.09       
   4      49           1.32       
   4      50           0.15       
   5       1           0.15       
   5       2           0.16       
   5       3           0.13       
   5       4           0.55       
   5       5           0.00       
   5       6           0.20       
   5       7           0.05       
   5       8           0.07       
   5       9           0.55       
   5      10           0.33       
   5      11           0.21       
   5      12           0.28       
   5      13           0.21       
   5      14           0.11       
   5      15           0.10       
   5      16           0.44       
   5      17           0.22       
   5      18           1.19       
   5      19           1.04       
   5      20           0.20       
   5      21           0.48       
   5      22           0.25       
   5      23           0.45       
   5      24           0.15       
   5      25           0.15       
   5      26           0.15       
   5      27           0.50       
   5      28           0.21       
   5      29           0.07       
   5      30           0.18       
   5      31           0.23       
   5      32           0.44       
   5      33           0.05       
   5      34           0.15       
   5      35           0.83       
   5      36           0.50       
   5      37           2.74       
   5      38           0.18       
   5      39           0.22       
   5      40           0.12       
   5      41           0.18       
   5      42           0.22       
   5      43           0.49       
   5      44           0.21       
   5      45           0.56       
   5      46           0.84       
   5      47           0.73       
   5      48           0.14       
   5      49           1.19       
   5      50           0.21       
   6       1           0.10       
   6       2           0.10       
   6       3           0.42       
   6       4           0.71       
   6       5           0.04       
   6       6           0.00       
   6       7           0.67       
   6       8           0.10       
   6       9           0.18       
   6      10           0.10       
   6      11           0.47       
   6      12           0.24       
   6      13           0.23       
   6      14           0.03       
   6      15           0.26       
   6      16           0.16       
   6      17           0.13       
   6      18           1.11       
   6      19           0.24       
   6      20           0.15       
   6      21           0.22       
   6      22           0.02       
   6      23           1.70       
   6      24           0.71       
   6      25           0.04       
   6      26           0.71       
   6      27           0.26       
   6      28           0.23       
   6      29           0.03       
   6      30           0.65       
   6      31           0.15       
   6      32           0.36       
   6      33           0.10       
   6      34           0.71       
   6      35           0.58       
   6      36           0.10       
   6      37           2.29       
   6      38           0.02       
   6      39           0.13       
   6      40           0.35       
   6      41           0.65       
   6      42           0.13       
   6      43           0.09       
   6      44           0.23       
   6      45           0.20       
   6      46           0.84       
   6      47           0.79       
   6      48           0.68       
   6      49           1.11       
   6      50           0.47       
   7       1           0.35       
   7       2           0.02       
   7       3           0.05       
   7       4           0.01       
   7       5           0.18       
   7       6           0.18       
