Alis

CUSTOMERS
store1  store2  tempo_deslocamento
   1       1           0.00       
   1       2           1.82       
   1       3           0.39       
   1       4           0.02       
   1       5           0.10       
   1       6           0.48       
   1       7           0.25       
   1       8           0.10       
   1       9           0.47       
   1      10           0.15       
   1      11           0.16       
   1      12           0.16       
   1      13           0.02       
   1      14           0.37       
   1      15           0.14       
   1      16           0.33       
   1      17           0.14       
   1      18           0.22       
   1      19           0.48       
   1      20           0.38       
   1      21           0.27       
   1      22           0.15       
   1      23           0.67       
   1      24           0.09       
   1      25           0.22       
   1      26           0.15       
   1      27           0.38       
   1      28           0.22       
   1      29           0.10       
   1      30           0.16       
   1      31           0.10       
   1      32           0.16       
   1      33           0.10       
   1      34           0.65       
   1      35           0.29       
   1      36           0.20       
   1      37           0.94       
   1      38           1.51       
   1      39           0.58       
   1      40           0.16       
   1      41           0.02       
   1      42           0.20       
   1      43           0.15       
   1      44           0.36       
   1      45           0.39       
   1      46           1.55       
   1      47           0.58       
   1      48           0.15       
   1      49           0.78       
   1      50           0.02       
   1      51           0.94       
   1      52           0.02       
   1      53           0.35       
   1      54           0.15       
   1      55           0.35       
   1      56           0.15       
   1      57           1.82       
   1      58           0.26       
   1      59           0.27       
   1      60           0.29       
   1      61           0.11       
   1      62           0.29       
   1      63           2.21       
   1      64           0.12       
   1      65           0.47       
   1      66           2.21       
   1      67           0.33       
   1      68           0.67       
   1      69           0.67       
   1      70           0.58       
   1      71           0.03       
   1      72           0.22       
   1      73           0.21       
   1      74           0.05       
   1      75           0.36       
   1      76           0.20       
   1      77           0.21       
   1      78           0.65       
   1      79           0.58       
   1      80           0.30       
   1      81           0.14       
   1      82           0.03       
   1      83           1.19       
   1      84           0.57       
   1      85           0.15       
   1      86           0.10       
   1      87           0.33       
   1      88           0.29       
   1      89           0.44       
   1      90           0.45       
   1      91           0.41       
   1      92           0.02       
   1      93           0.29       
   1      94           0.09       
   1      95           0.26       
   1      96           1.42       
   1      97           0.58       
   1      98           0.21       
   1      99           0.63       
   1     100           0.20       
   1     101           1.61       
   1     102           0.48       
   1     103           0.38       
   1     104           0.85       
   1     105           0.12       
