Alis

CUSTOMERS
store1  store2  tempo_deslocamento
   1       1           0.00       
   1       2           0.17       
   1       3           0.27       
   1       4           0.61       
   1       5           0.40       
   1       6           0.16       
   1       7           2.56       
   1       8           0.38       
   1       9           1.93       
   1      10           0.73       
   1      11           0.81       
   1      12           0.14       
   1      13           0.16       
   1      14           1.62       
   1      15           1.43       
   1      16           0.43       
   1      17           0.58       
   1      18           0.43       
   1      19           0.29       
   1      20           0.36       
   1      21           0.40       
   1      22           0.11       
   1      23           0.07       
   1      24           0.61       
   1      25           0.36       
   1      26           0.61       
   1      27           0.11       
   1      28           0.28       
   1      29           1.74       
   1      30           0.13       
   1      31           0.18       
   1      32           0.15       
   1      33           0.73       
   1      34           1.43       
   1      35           0.43       
   1      36           0.11       
   1      37           1.74       
   1      38           0.14       
   1      39           1.48       
   1      40           0.30       
   1      41           0.41       
   1      42           0.27       
   1      43           1.07       
   1      44           0.80       
   1      45           0.05       
   1      46           0.52       
   1      47           0.61       
   1      48           0.39       
   1      49           0.58       
   1      50           0.55       
   1      51           0.12       
   1      52           0.28       
   1      53           0.14       
   1      54           0.83       
   1      55           0.55       
   1      56           0.24       
   1      57           0.31       
   1      58           0.14       
   1      59           0.27       
   1      60           0.11       
   1      61           0.63       
   1      62           0.14       
   1      63           0.17       
   1      64           2.39       
   1      65           0.12       
   1      66           0.10       
   1      67           1.43       
   1      68           0.15       
   1      69           0.27       
   1      70           0.21       
   1      71           1.81       
   1      72           0.52       
   1      73           0.28       
   1      74           0.15       
   1      75           0.59       
   1      76           3.72       
   1      77           0.04       
   1      78           0.58       
   1      79           0.15       
   1      80           0.28       
   1      81           0.81       
   1      82           0.02       
   1      83           0.15       
   1      84           1.48       
   1      85           0.13       
   1      86           0.31       
   1      87           0.32       
   1      88           0.31       
   1      89           2.39       
   1      90           0.38       
   1      91           0.40       
   1      92           0.61       
   1      93           0.26       
   1      94           2.39       
   1      95           1.43       
   1      96           0.14       
   1      97           0.15       
   1      98           0.15       
   1      99           0.11       
   1     100           0.39       
   2       1           0.36       
   2       2           0.00       
   2       3           0.24       
   2       4           0.10       
   2       5           0.48       
   2       6           0.63       
   2       7           0.72       
   2       8           0.83       
   2       9           1.75       
   2      10           0.67       
   2      11           0.17       
   2      12           0.04       
   2      13           0.44       
   2      14           1.53       
   2      15           1.46       
   2      16           1.98       
   2      17           1.10       
   2      18           1.98       
   2      19           0.66       
   2      20           0.22       
   2      21           0.48       
   2      22           0.82       
   2      23           0.19       
   2      24           0.10       
   2      25           0.22       
   2      26           0.30       
   2      27           0.23       
   2      28           0.10       
   2      29           0.18       
   2      30           0.44       
   2      31           0.10       
   2      32           0.36       
   2      33           0.67       
   2      34           1.46       
   2      35           1.98       
   2      36           0.23       
   2      37           0.18       
   2      38           0.43       
   2      39           1.45       
   2      40           0.55       
   2      41           0.45       
   2      42           0.16       
   2      43           1.96       
   2      44           0.54       
   2      45           0.46       
   2      46           0.25       
   2      47           0.30       
   2      48           0.14       
   2      49           1.10       
   2      50           0.03       
   2      51           0.01       
   2      52           0.10       
   2      53           0.07       
   2      54           0.06       
   2      55           0.03       
   2      56           0.42       
   2      57           1.05       
   2      58           0.07       
   2      59           0.24       
   2      60           1.09       
   2      61           0.08       
   2      62           0.43       
   2      63           0.15       
   2      64           2.15       
   2      65           0.41       
   2      66           0.12       
   2      67           1.46       
   2      68           0.71       
   2      69           0.16       
   2      70           0.13       
   2      71           1.77       
   2      72           0.25       
   2      73           0.10       
   2      74           0.16       
   2      75           0.44       
   2      76           1.71       
   2      77           0.04       
   2      78           1.10       
   2      79           0.65       
   2      80           0.28       
   2      81           0.17       
   2      82           0.25       
   2      83           0.71       
   2      84           1.45       
   2      85           0.23       
   2      86           0.65       
   2      87           0.66       
   2      88           0.28       
   2      89           2.15       
   2      90           0.83       
   2      91           0.48       
   2      92           0.08       
   2      93           0.50       
   2      94           2.15       
   2      95           1.46       
   2      96           0.43       
   2      97           0.16       
   2      98           0.71       
   2      99           0.23       
   2     100           0.14       
   3       1           0.29       
   3       2           0.30       
   3       3           0.00       
   3       4           0.55       
   3       5           0.52       
   3       6           0.10       
   3       7           1.40       
   3       8           0.35       
   3       9           0.16       
   3      10           0.20       
   3      11           0.28       
   3      12           0.05       
   3      13           0.54       
   3      14           0.60       
   3      15           0.77       
   3      16           0.33       
   3      17           1.06       
   3      18           0.33       
   3      19           0.16       
   3      20           0.49       
   3      21           0.52       
   3      22           0.52       
   3      23           0.11       
   3      24           0.55       
   3      25           0.49       
   3      26           0.79       
   3      27           0.17       
   3      28           0.33       
   3      29           0.22       
   3      30           0.37       
   3      31           0.22       
   3      32           0.29       
   3      33           0.20       
   3      34           0.77       
   3      35           0.33       
   3      36           0.17       
   3      37           0.22       
   3      38           0.37       
   3      39           1.93       
   3      40           2.77       
   3      41           0.24       
   3      42           0.10       
   3      43           0.08       
   3      44           0.47       
   3      45           0.54       
   3      46           0.13       
   3      47           0.79       
   3      48           0.20       
   3      49           1.06       
   3      50           0.08       
   3      51           0.25       
   3      52           0.33       
   3      53           0.05       
   3      54           0.04       
   3      55           0.08       
   3      56           0.85       
   3      57           0.26       
   3      58           0.05       
   3      59           0.15       
   3      60           1.43       
   3      61           0.12       
   3      62           0.37       
   3      63           0.30       
   3      64           0.30       
   3      65           0.21       
   3      66           0.29       
   3      67           0.77       
   3      68           0.32       
   3      69           0.10       
   3      70           0.57       
   3      71           1.88       
   3      72           0.13       
   3      73           0.33       
   3      74           0.67       
   3      75           0.67       
   3      76           3.17       
   3      77           0.31       
   3      78           1.06       
   3      79           0.49       
   3      80           0.01       
   3      81           0.28       
   3      82           0.37       
   3      83           0.32       
   3      84           1.93       
   3      85           0.40       
   3      86           0.71       
   3      87           0.54       
   3      88           0.67       
   3      89           0.30       
   3      90           0.35       
   3      91           0.52       
   3      92           0.79       
   3      93           0.26       
   3      94           0.30       
   3      95           0.77       
   3      96           0.37       
   3      97           0.67       
   3      98           0.32       
   3      99           0.17       
   3     100           0.20       
   4       1           0.55       
   4       2           0.90       
   4       3           0.38       
   4       4           0.00       
   4       5           0.46       
   4       6           0.15       
   4       7           0.91       
   4       8           0.12       
   4       9           0.04       
   4      10           0.04       
   4      11           0.87       
   4      12           0.11       
   4      13           0.85       
   4      14           1.39       
   4      15           0.51       
   4      16           0.68       
   4      17           0.64       
   4      18           0.68       
   4      19           0.09       
   4      20           0.46       
   4      21           0.46       
   4      22           0.16       
   4      23           0.09       
   4      24           0.15       
   4      25           0.46       
   4      26           0.35       
   4      27           0.09       
   4      28           0.38       
   4      29           0.43       
   4      30           0.47       
   4      31           0.23       
   4      32           0.55       
   4      33           0.04       
   4      34           0.51       
   4      35           0.68       
   4      36           0.09       
   4      37           0.43       
   4      38           0.16       
   4      39           1.37       
   4      40           2.70       
   4      41           0.50       
   4      42           0.35       
   4      43           1.22       
   4      44           0.07       
   4      45           0.08       
   4      46           0.55       
   4      47           0.35       
   4      48           1.27       
   4      49           0.64       
   4      50           1.36       
   4      51           0.43       
   4      52           0.38       
   4      53           0.25       
   4      54           0.36       
   4      55           1.36       
   4      56           0.05       
   4      57           1.14       
   4      58           0.25       
   4      59           0.38       
   4      60           0.71       
   4      61           0.04       
   4      62           0.16       
   4      63           0.90       
   4      64           1.52       
   4      65           0.53       
   4      66           0.14       
   4      67           0.51       
   4      68           0.52       
   4      69           0.35       
   4      70           0.23       
   4      71           1.28       
   4      72           0.55       
   4      73           0.38       
   4      74           0.71       
   4      75           0.69       
   4      76           0.49       
   4      77           0.47       
   4      78           0.64       
   4      79           0.34       
   4      80           0.62       
   4      81           0.87       
   4      82           0.68       
   4      83           0.52       
   4      84           1.37       
   4      85           0.57       
   4      86           0.78       
   4      87           0.37       
   4      88           0.28       
   4      89           1.52       
   4      90           0.12       
   4      91           0.46       
   4      92           1.60       
   4      93           0.44       
   4      94           1.52       
   4      95           0.51       
   4      96           0.16       
   4      97           0.71       
   4      98           0.52       
   4      99           0.09       
   4     100           1.27       
   5       1           0.30       
   5       2           0.20       
   5       3           0.52       
   5       4           0.71       
   5       5           0.00       
   5       6           0.29       
   5       7           1.52       
   5       8           0.25       
   5       9           2.39       
   5      10           0.10       
   5      11           0.46       
