Alis

CUSTOMERS
store1  store2  tempo_deslocamento
   1       1           0.00       
   1       2           0.04       
   1       3           0.47       
   1       4           0.04       
   1       5           0.06       
   1       6           0.45       
   1       7           0.08       
   1       8           0.27       
   1       9           0.74       
   1      10           0.45       
   1      11           0.25       
   1      12           0.14       
   1      13           0.34       
   1      14           0.43       
   1      15           0.32       
   1      16           0.18       
   1      17           0.08       
   1      18           0.14       
   1      19           0.10       
   1      20           0.69       
   1      21           1.48       
   1      22           0.07       
   1      23           0.03       
   1      24           0.62       
   1      25           0.25       
   1      26           0.01       
   1      27           0.18       
   1      28           0.06       
   1      29           1.43       
   1      30           0.25       
   1      31           1.41       
   1      32           0.11       
   1      33           1.37       
   1      34           0.13       
   1      35           0.32       
   1      36           0.11       
   1      37           0.37       
   1      38           0.14       
   1      39           0.11       
   1      40           0.13       
   1      41           0.32       
   1      42           0.20       
   1      43           0.19       
   1      44           0.45       
   1      45           0.66       
   1      46           0.06       
   1      47           0.33       
   1      48           0.02       
   1      49           0.25       
   1      50           0.25       
   2       1           0.05       
   2       2           0.00       
   2       3           0.17       
   2       4           0.04       
   2       5           0.34       
   2       6           0.19       
   2       7           0.20       
   2       8           0.41       
   2       9           0.52       
   2      10           0.57       
   2      11           0.28       
   2      12           0.61       
   2      13           0.14       
   2      14           0.25       
   2      15           0.18       
   2      16           0.17       
   2      17           0.64       
   2      18           0.73       
   2      19           0.05       
   2      20           0.12       
   2      21           1.38       
   2      22           0.15       
   2      23           0.59       
   2      24           1.53       
   2      25           0.03       
   2      26           0.11       
   2      27           0.58       
   2      28           0.26       
   2      29           1.22       
   2      30           0.28       
   2      31           0.28       
   2      32           0.09       
   2      33           0.92       
   2      34           0.09       
   2      35           0.02       
   2      36           0.09       
   2      37           0.03       
   2      38           0.73       
   2      39           0.09       
   2      40           0.09       
   2      41           0.02       
   2      42           0.04       
   2      43           0.80       
   2      44           0.19       
   2      45           0.25       
   2      46           0.26       
   2      47           0.48       
   2      48           0.31       
   2      49           0.03       
   2      50           0.28       
   3       1           0.50       
   3       2           0.18       
   3       3           0.00       
   3       4           0.25       
   3       5           0.49       
   3       6           0.48       
   3       7           0.04       
   3       8           0.49       
   3       9           0.21       
   3      10           0.18       
   3      11           0.38       
   3      12           0.20       
   3      13           0.44       
   3      14           0.14       
   3      15           0.31       
   3      16           0.15       
   3      17           0.32       
   3      18           0.08       
   3      19           0.21       
   3      20           0.76       
   3      21           1.55       
   3      22           0.49       
   3      23           2.74       
   3      24           0.12       
   3      25           0.20       
   3      26           0.15       
   3      27           0.62       
   3      28           0.83       
   3      29           2.46       
   3      30           0.38       
   3      31           1.52       
   3      32           0.44       
   3      33           0.36       
   3      34           0.02       
   3      35           0.21       
   3      36           0.44       
   3      37           0.22       
   3      38           0.08       
   3      39           0.44       
   3      40           0.02       
   3      41           0.21       
   3      42           0.15       
   3      43           0.28       
   3      44           0.48       
   3      45           1.68       
   3      46           0.83       
   3      47           0.04       
   3      48           0.15       
   3      49           0.20       
   3      50           0.38       
   4       1           0.16       
   4       2           0.25       
   4       3           0.10       
   4       4           0.00       
   4       5           0.09       
   4       6           0.27       
   4       7           0.01       
   4       8           0.44       
   4       9           0.06       
   4      10           0.14       
   4      11           0.02       
   4      12           0.31       
   4      13           0.32       
   4      14           0.04       
   4      15           0.41       
   4      16           0.08       
   4      17           0.73       
   4      18           0.01       
   4      19           0.27       
   4      20           0.50       
   4      21           1.26       
   4      22           0.24       
   4      23           1.23       
   4      24           2.00       
   4      25           0.24       
   4      26           0.12       
   4      27           0.14       
   4      28           0.71       
   4      29           0.27       
   4      30           0.02       
   4      31           0.67       
   4      32           0.15       
   4      33           0.29       
   4      34           0.15       
   4      35           0.61       
   4      36           0.15       
   4      37           0.24       
   4      38           0.01       
   4      39           0.15       
   4      40           0.15       
   4      41           0.61       
   4      42           0.04       
   4      43           0.34       
   4      44           0.27       
   4      45           1.21       
   4      46           0.71       
   4      47           0.45       
   4      48           0.25       
   4      49           0.24       
   4      50           0.02       
   5       1           0.03       
   5       2           0.05       
   5       3           0.09       
   5       4           0.14       
   5       5           0.00       
   5       6           0.48       
   5       7           0.04       
   5       8           0.14       
   5       9           0.76       
   5      10           0.36       
   5      11           0.22       
   5      12           0.41       
   5      13           0.02       
   5      14           0.05       
   5      15           0.59       
   5      16           0.30       
   5      17           0.15       
   5      18           0.64       
   5      19           0.23       
   5      20           0.61       
   5      21           0.18       
   5      22           0.03       
   5      23           2.52       
   5      24           2.53       
   5      25           0.40       
   5      26           0.18       
   5      27           0.31       
   5      28           0.99       
   5      29           0.16       
   5      30           0.22       
   5      31           2.31       
   5      32           0.05       
   5      33           0.55       
   5      34           0.08       
   5      35           0.95       
   5      36           0.05       
   5      37           0.14       
   5      38           0.64       
   5      39           0.05       
   5      40           0.08       
   5      41           0.95       
   5      42           0.20       
   5      43           0.07       
   5      44           0.48       
   5      45           0.36       
   5      46           0.99       
   5      47           0.42       
   5      48           0.34       
   5      49           0.40       
   5      50           0.22       
   6       1           0.29       
   6       2           0.62       
   6       3           0.58       
   6       4           0.48       
   6       5           0.42       
   6       6           0.00       
   6       7           0.61       
   6       8           0.24       
   6       9           0.56       
   6      10           0.40       
   6      11           0.32       
   6      12           0.57       
   6      13           0.51       
   6      14           0.36       
   6      15           0.61       
   6      16           0.13       
   6      17           0.82       
   6      18           0.42       
   6      19           0.16       
   6      20           2.01       
   6      21           0.53       
   6      22           0.27       
   6      23           1.81       
   6      24           0.05       
   6      25           0.27       
   6      26           0.31       
   6      27           0.08       
   6      28           0.47       
   6      29           2.71       
   6      30           0.32       
   6      31           1.04       
   6      32           0.28       
   6      33           0.09       
   6      34           0.34       
   6      35           0.34       
   6      36           0.28       
   6      37           0.01       
   6      38           0.42       
   6      39           0.28       
   6      40           0.34       
   6      41           0.34       
   6      42           0.02       
   6      43           0.58       
   6      44           0.15       
   6      45           0.69       
   6      46           0.47       
   6      47           0.51       
   6      48           0.13       
   6      49           0.27       
   6      50           0.32       
   7       1           0.05       
   7       2           0.18       
   7       3           0.06       
   7       4           0.11       
   7       5           0.14       
   7       6           0.36       
   7       7           0.00       
   7       8           0.42       
   7       9           0.25       
   7      10           0.64       
   7      11           0.19       
   7      12           0.05       
   7      13           0.36       
   7      14           0.14       
   7      15           0.12       
   7      16           0.39       
   7      17           0.04       
   7      18           1.01       
   7      19           0.11       
   7      20           1.55       
   7      21           1.16       
   7      22           0.09       
   7      23           1.83       
   7      24           1.04       
   7      25           0.04       
   7      26           0.08       
   7      27           0.30       
   7      28           0.10       
   7      29           0.43       
   7      30           0.19       
   7      31           0.54       
   7      32           0.15       
   7      33           2.14       
   7      34           0.05       
   7      35           0.14       
   7      36           0.15       
   7      37           0.13       
   7      38           1.01       
   7      39           0.15       
   7      40           0.05       
   7      41           0.14       
   7      42           0.20       
   7      43           0.88       
   7      44           0.36       
   7      45           0.58       
   7      46           0.10       
   7      47           0.13       
   7      48           0.24       
   7      49           0.04       
   7      50           0.19       
   8       1           0.58       
   8       2           0.11       
   8       3           0.42       
   8       4           0.36       
   8       5           0.55       
   8       6           0.03       
   8       7           0.21       
   8       8           0.00       
   8       9           1.22       
   8      10           0.16       
   8      11           0.15       
   8      12           0.27       
   8      13           0.67       
   8      14           0.62       
   8      15           0.05       
   8      16           0.24       
   8      17           0.48       
   8      18           0.60       
   8      19           0.30       
   8      20           0.13       
   8      21           0.32       
   8      22           0.23       
   8      23           1.49       
   8      24           1.22       
   8      25           0.90       
   8      26           0.19       
   8      27           0.01       
   8      28           0.09       
   8      29           1.21       
   8      30           0.15       
   8      31           0.67       
   8      32           0.50       
   8      33           1.52       
   8      34           0.05       
   8      35           0.62       
   8      36           0.50       
   8      37           0.46       
   8      38           0.60       
   8      39           0.50       
   8      40           0.05       
   8      41           0.62       
   8      42           0.30       
   8      43           0.23       
   8      44           0.03       
   8      45           0.72       
   8      46           0.09       
   8      47           0.44       
   8      48           0.16       
   8      49           0.90       
   8      50           0.15       
   9       1           0.15       
   9       2           0.91       
   9       3           0.62       
   9       4           0.50       
   9       5           0.41       
   9       6           0.30       
   9       7           0.36       
   9       8           0.43       
   9       9           0.00       
   9      10           0.16       
   9      11           0.05       
   9      12           0.53       
   9      13           0.12       
   9      14           0.72       
   9      15           1.24       
   9      16           0.33       
   9      17           0.68       
   9      18           0.31       
   9      19           0.09       
   9      20           1.36       
   9      21           0.04       
   9      22           0.57       
   9      23           0.13       
   9      24           0.70       
   9      25           0.63       
   9      26           0.63       
   9      27           0.74       
   9      28           0.56       
   9      29           0.39       
   9      30           0.05       
   9      31           0.65       
   9      32           0.12       
   9      33           1.13       
   9      34           0.27       
   9      35           0.09       
   9      36           0.12       
   9      37           0.71       
   9      38           0.31       
   9      39           0.12       
   9      40           0.27       
   9      41           0.09       
   9      42           0.24       
   9      43           0.72       
   9      44           0.30       
   9      45           1.02       
   9      46           0.56       
   9      47           0.82       
   9      48           0.75       
   9      49           0.63       
   9      50           0.05       
  10       1           0.51       
  10       2           0.20       
  10       3           0.24       
  10       4           0.33       
  10       5           0.58       
  10       6           0.42       
  10       7           0.23       
  10       8           0.93       
  10       9           0.55       
  10      10           0.00       
  10      11           0.58       
  10      12           0.14       
  10      13           0.08       
  10      14           0.07       
  10      15           0.52       
  10      16           0.06       
  10      17           1.07       
  10      18           0.21       
  10      19           0.29       
  10      20           1.56       
  10      21           0.54       
  10      22           0.46       
  10      23           1.49       
  10      24           0.59       
  10      25           0.54       
  10      26           0.24       
  10      27           0.77       
  10      28           0.17       
  10      29           1.66       
  10      30           0.58       
  10      31           0.32       
  10      32           0.23       
  10      33           1.32       
  10      34           0.44       
  10      35           0.60       
  10      36           0.23       
  10      37           0.64       
  10      38           0.21       
  10      39           0.23       
  10      40           0.44       
  10      41           0.60       
  10      42           0.11       
  10      43           0.42       
  10      44           0.42       
  10      45           0.63       
  10      46           0.17       
  10      47           0.16       
  10      48           0.07       
  10      49           0.54       
  10      50           0.58       
  11       1           0.09       
  11       2           0.02       
  11       3           0.05       
  11       4           0.23       
  11       5           0.30       
  11       6           0.01       
  11       7           0.04       
  11       8           0.08       
  11       9           0.70       
  11      10           0.11       
  11      11           0.00       
  11      12           0.34       
  11      13           0.04       
  11      14           0.14       
  11      15           0.13       
  11      16           0.14       
  11      17           0.43       
  11      18           0.67       
  11      19           0.29       
  11      20           0.23       
  11      21           1.52       
  11      22           0.17       
  11      23           1.59       
  11      24           1.03       
  11      25           0.05       
  11      26           0.04       
  11      27           0.58       
  11      28           0.25       
  11      29           0.96       
  11      30           0.15       
  11      31           0.48       
  11      32           0.27       
  11      33           1.07       
  11      34           0.18       
  11      35           0.31       
  11      36           0.27       
  11      37           0.02       
  11      38           0.67       
  11      39           0.27       
  11      40           0.18       
  11      41           0.31       
  11      42           0.03       
  11      43           0.94       
  11      44           0.01       
  11      45           0.52       
  11      46           0.25       
  11      47           0.19       
  11      48           0.65       
  11      49           0.05       
  11      50           0.15       
  12       1           0.11       
  12       2           0.24       
  12       3           0.02       
  12       4           0.07       
  12       5           0.41       
  12       6           0.30       
  12       7           0.61       
  12       8           0.43       
  12       9           0.94       
  12      10           0.02       
  12      11           0.17       
  12      12           0.00       
  12      13           0.32       
  12      14           0.01       
  12      15           0.21       
  12      16           0.21       
  12      17           0.91       
  12      18           0.32       
  12      19           0.35       
  12      20           2.17       
  12      21           2.11       
  12      22           0.28       
  12      23           2.62       
  12      24           1.96       
  12      25           0.13       
  12      26           0.23       
  12      27           0.32       
  12      28           0.92       
  12      29           0.23       
  12      30           0.17       
  12      31           0.99       
  12      32           0.26       
  12      33           1.00       
  12      34           0.13       
  12      35           0.13       
  12      36           0.26       
  12      37           0.32       
  12      38           0.32       
  12      39           0.26       
