Alis

CUSTOMERS
store1  store2  tempo_deslocamento
   1       1           0.00       
   1       2           0.13       
   1       3           0.15       
   1       4           0.15       
   1       5           0.49       
   1       6           0.14       
   1       7           2.13       
   1       8           0.26       
   1       9           0.58       
   1      10           0.13       
   1      11           1.77       
   1      12           1.84       
   1      13           0.04       
   1      14           0.31       
   1      15           0.19       
   1      16           0.09       
   1      17           0.02       
   1      18           0.46       
   1      19           0.31       
   1      20           0.12       
   1      21           1.22       
   1      22           0.30       
   1      23           0.01       
   1      24           0.34       
   1      25           0.19       
   1      26           1.32       
   1      27           0.13       
   1      28           0.27       
   1      29           0.13       
   1      30           0.23       
   1      31           0.08       
   1      32           0.49       
   1      33           0.27       
   1      34           0.30       
   1      35           0.19       
   1      36           0.15       
   1      37           1.01       
   1      38           0.53       
   1      39           0.04       
   1      40           0.31       
   1      41           1.08       
   1      42           0.04       
   1      43           0.17       
   1      44           1.04       
   1      45           0.43       
   1      46           1.54       
   1      47           1.77       
   1      48           0.17       
   1      49           0.50       
   1      50           0.14       
   2       1           0.02       
   2       2           0.00       
   2       3           0.12       
   2       4           0.01       
   2       5           0.78       
   2       6           0.19       
   2       7           3.32       
   2       8           0.24       
   2       9           0.22       
   2      10           0.34       
   2      11           1.84       
   2      12           0.58       
   2      13           0.84       
   2      14           0.08       
   2      15           0.21       
   2      16           0.25       
   2      17           0.14       
   2      18           1.24       
   2      19           0.41       
   2      20           0.25       
   2      21           1.74       
   2      22           0.03       
   2      23           0.07       
   2      24           0.78       
   2      25           0.12       
   2      26           0.58       
   2      27           0.33       
   2      28           0.29       
   2      29           0.33       
   2      30           0.14       
   2      31           0.32       
   2      32           0.78       
   2      33           0.29       
   2      34           0.03       
   2      35           0.12       
   2      36           0.03       
   2      37           0.50       
   2      38           0.18       
   2      39           0.31       
   2      40           0.41       
   2      41           0.84       
   2      42           0.31       
   2      43           0.04       
   2      44           0.93       
   2      45           0.15       
   2      46           0.51       
   2      47           1.84       
   2      48           0.04       
   2      49           0.18       
   2      50           0.19       
   3       1           0.01       
   3       2           0.12       
   3       3           0.00       
   3       4           0.08       
   3       5           1.20       
   3       6           0.47       
   3       7           3.74       
   3       8           0.15       
   3       9           1.03       
   3      10           0.60       
   3      11           1.68       
   3      12           0.05       
   3      13           1.03       
   3      14           0.13       
   3      15           0.18       
   3      16           0.15       
   3      17           0.27       
   3      18           1.69       
   3      19           0.08       
   3      20           0.11       
   3      21           0.06       
   3      22           0.61       
   3      23           0.07       
   3      24           0.75       
   3      25           0.15       
   3      26           1.66       
   3      27           0.45       
   3      28           0.82       
   3      29           0.45       
   3      30           0.20       
   3      31           0.35       
   3      32           1.20       
   3      33           0.82       
   3      34           0.61       
   3      35           0.15       
   3      36           0.06       
   3      37           0.49       
   3      38           0.25       
   3      39           0.10       
   3      40           0.08       
   3      41           0.11       
   3      42           0.10       
   3      43           0.61       
   3      44           1.54       
   3      45           0.15       
   3      46           0.14       
   3      47           1.68       
   3      48           0.61       
   3      49           0.48       
   3      50           0.47       
   4       1           0.33       
   4       2           0.05       
   4       3           0.03       
   4       4           0.00       
   4       5           0.01       
   4       6           0.86       
   4       7           1.56       
   4       8           0.18       
   4       9           0.07       
   4      10           0.97       
   4      11           2.03       
   4      12           0.76       
   4      13           0.55       
   4      14           0.04       
   4      15           0.27       
   4      16           0.24       
   4      17           0.37       
   4      18           2.27       
   4      19           0.57       
   4      20           0.13       
   4      21           0.68       
   4      22           0.28       
   4      23           0.06       
   4      24           1.33       
   4      25           0.08       
   4      26           1.43       
   4      27           0.51       
   4      28           0.18       
   4      29           0.51       
   4      30           0.15       
   4      31           0.58       
   4      32           0.01       
   4      33           0.18       
   4      34           0.28       
   4      35           0.08       
   4      36           0.49       
   4      37           0.89       
   4      38           0.32       
   4      39           0.08       
   4      40           0.57       
   4      41           0.93       
   4      42           0.08       
   4      43           0.18       
   4      44           1.30       
   4      45           0.03       
   4      46           0.05       
   4      47           2.03       
   4      48           0.18       
   4      49           0.17       
   4      50           0.86       
   5       1           0.42       
   5       2           0.77       
   5       3           1.02       
