Alis

CUSTOMERS
store1  store2  tempo_deslocamento
   1       1           0.00       
   1       2           3.26       
   1       3           3.93       
   1       4           0.84       
   1       5           1.95       
   1       6           1.29       
   1       7           0.15       
   1       8           0.45       
   1       9           3.26       
   1      10           0.25       
   1      11           1.79       
   1      12           0.62       
   1      13           0.95       
   1      14           1.40       
   1      15           3.93       
   1      16           1.92       
   1      17           0.23       
   1      18           3.26       
   1      19           0.08       
   1      20           3.93       
   1      21           0.50       
   1      22           1.98       
   1      23           0.39       
   1      24           1.79       
   1      25           1.12       
   1      26           3.93       
   1      27           0.57       
   1      28           2.09       
   1      29           0.56       
   1      30           1.49       
   1      31           0.40       
   1      32           0.48       
   1      33           0.08       
   1      34           2.09       
   1      35           1.74       
   1      36           0.14       
   1      37           0.93       
   1      38           0.15       
   1      39           2.94       
   1      40           0.62       
   1      41           1.33       
   1      42           0.56       
   1      43           0.22       
   1      44           1.98       
   1      45           1.79       
   1      46           0.14       
   1      47           1.43       
   1      48           1.49       
   1      49           0.23       
   1      50           0.39       
   1      51           1.20       
   1      52           1.43       
   1      53           0.31       
   1      54           0.46       
   1      55           1.24       
   1      56           0.56       
   1      57           1.86       
   1      58           0.66       
   1      59           1.72       
   1      60           0.48       
   1      61           0.50       
   1      62           1.09       
   1      63           0.71       
   1      64           0.73       
   1      65           0.66       
   1      66           1.68       
   1      67           0.95       
   1      68           1.22       
   1      69           1.92       
   1      70           1.94       
   1      71           0.08       
   1      72           0.39       
   1      73           1.74       
   1      74           0.48       
   1      75           1.33       
   1      76           0.31       
   1      77           0.92       
   1      78           0.31       
   1      79           0.40       
   1      80           1.95       
   1      81           2.10       
   1      82           0.22       
   1      83           0.66       
   1      84           0.70       
   1      85           0.56       
   1      86           1.43       
   1      87           1.07       
   1      88           1.12       
   1      89           0.25       
   1      90           0.15       
   1      91           1.37       
   1      92           1.40       
   1      93           0.93       
   1      94           0.73       
   1      95           2.89       
   1      96           1.98       
   1      97           0.46       
   1      98           1.22       
   1      99           1.86       
   1     100           1.33       
   1     101           1.98       
   1     102           3.93       
   1     103           1.17       
   1     104           0.71       
   1     105           0.31       
   1     106           1.17       
   1     107           0.56       
   1     108           0.48       
   1     109           0.01       
   1     110           0.69       
   1     111           0.01       
   1     112           1.94       
   1     113           1.40       
   1     114           0.42       
   1     115           0.33       
   1     116           1.07       
   1     117           1.12       
   1     118           0.40       
   1     119           0.11       
   1     120           1.49       
   1     121           0.28       
   1     122           0.98       
   1     123           0.46       
   1     124           0.69       
   1     125           0.62       
   1     126           0.73       
   1     127           0.50       
   1     128           2.09       
   1     129           1.85       
   1     130           0.14       
   1     131           1.68       
   1     132           0.39       
   1     133           2.94       
   1     134           0.48       
   1     135           1.85       
   1     136           0.39       
   1     137           1.69       
   1     138           2.94       
   1     139           1.78       
   1     140           0.93       
   1     141           1.95       
   1     142           0.39       
   1     143           1.37       
   1     144           0.98       
   1     145           0.92       
   1     146           1.31       
   1     147           0.92       
   1     148           0.05       
   1     149           1.33       
   1     150           1.22       
   1     151           0.55       
   1     152           2.94       
   1     153           0.66       
   1     154           1.28       
   1     155           2.89       
   1     156           0.22       
   1     157           1.74       
   1     158           0.45       
   1     159           0.39       
   1     160           1.79       
   1     161           2.94       
   1     162           0.63       
   1     163           0.39       
   1     164           1.95       
   1     165           0.30       
   1     166           0.30       
   1     167           5.48       
   1     168           1.49       
   1     169           0.45       
   1     170           0.31       
   1     171           1.47       
   1     172           1.50       
