Alis

CUSTOMERS
store1  store2  tempo_deslocamento
   1       1           0.00       
   1       2           0.75       
   1       3           0.40       
   1       4           0.32       
   1       5           0.70       
   1       6           0.67       
   1       7           0.22       
   1       8           0.94       
   1       9           0.67       
   1      10           0.08       
   1      11           0.05       
   1      12           1.19       
   1      13           0.27       
   1      14           1.61       
   1      15           0.51       
   1      16           0.22       
   1      17           0.51       
   1      18           0.31       
   1      19           0.05       
   1      20           0.02       
   1      21           0.35       
   1      22           0.49       
   1      23           0.35       
   1      24           0.31       
   1      25           0.16       
   1      26           0.27       
   1      27           0.60       
   1      28           1.26       
   1      29           0.68       
   1      30           0.11       
   1      31           0.11       
   1      32           0.31       
   1      33           0.77       
   1      34           1.50       
   1      35           0.66       
   1      36           0.08       
   1      37           0.15       
   1      38           0.35       
   1      39           0.27       
   1      40           0.14       
   1      41           0.70       
   1      42           0.15       
   1      43           0.49       
   1      44           0.77       
   1      45           0.01       
   1      46           0.28       
   1      47           0.05       
   1      48           1.99       
   1      49           0.50       
   1      50           0.14       
   1      51           0.08       
   1      52           0.33       
   1      53           0.50       
   1      54           0.15       
   1      55           0.11       
   1      56           0.40       
   1      57           0.67       
   1      58           0.06       
   1      59           0.15       
   1      60           1.62       
   1      61           0.67       
   1      62           0.14       
   1      63           0.94       
   1      64           0.01       
   1      65           0.11       
   1      66           0.31       
   1      67           0.50       
   1      68           0.02       
   1      69           1.46       
   1      70           1.26       
   1      71           0.02       
   1      72           0.17       
   1      73           0.13       
   1      74           0.66       
   1      75           0.21       
   1      76           0.02       
   1      77           0.19       
   1      78           0.15       
   1      79           0.28       
   1      80           0.19       
   1      81           1.63       
   1      82           0.02       
   1      83           1.26       
   1      84           0.20       
   1      85           0.51       
   1      86           0.85       
   1      87           0.27       
   1      88           1.46       
   1      89           0.20       
   1      90           0.11       
   1      91           0.19       
   1      92           0.49       
   1      93           1.63       
   1      94           0.06       
   1      95           0.11       
   1      96           0.33       
   1      97           0.69       
   1      98           0.08       
   1      99           0.37       
   1     100           0.15       
   2       1           0.83       
   2       2           0.00       
   2       3           0.66       
   2       4           0.66       
   2       5           1.06       
   2       6           0.91       
   2       7           0.46       
   2       8           2.12       
   2       9           0.91       
   2      10           0.18       
   2      11           0.35       
   2      12           0.73       
   2      13           0.37       
   2      14           0.77       
   2      15           0.22       
   2      16           0.50       
   2      17           0.15       
   2      18           0.29       
   2      19           1.04       
   2      20           0.40       
   2      21           0.27       
   2      22           0.57       
   2      23           0.27       
   2      24           0.29       
   2      25           0.24       
   2      26           0.37       
   2      27           0.86       
   2      28           3.49       
   2      29           0.20       
   2      30           0.23       
   2      31           0.11       
   2      32           0.29       
   2      33           0.50       
   2      34           2.63       
   2      35           0.89       
   2      36           0.18       
   2      37           0.83       
   2      38           0.27       
   2      39           0.37       
   2      40           1.23       
   2      41           1.06       
   2      42           0.82       
   2      43           0.57       
   2      44           0.50       
   2      45           0.44       
   2      46           0.54       
   2      47           0.35       
   2      48           0.81       
   2      49           0.58       
   2      50           1.28       
   2      51           1.00       
   2      52           0.43       
   2      53           0.58       
   2      54           0.15       
   2      55           1.22       
   2      56           0.66       
   2      57           0.91       
   2      58           0.66       
   2      59           0.15       
   2      60           1.11       
   2      61           0.91       
   2      62           1.28       
   2      63           2.12       
   2      64           0.37       
   2      65           0.23       
   2      66           0.29       
   2      67           0.58       
   2      68           0.50       
   2      69           0.65       
   2      70           3.49       
   2      71           0.44       
   2      72           0.63       
   2      73           0.73       
   2      74           0.89       
   2      75           0.09       
   2      76           0.40       
   2      77           0.49       
   2      78           0.83       
   2      79           0.54       
   2      80           0.42       
   2      81           0.70       
   2      82           0.40       
   2      83           3.49       
   2      84           0.36       
   2      85           0.22       
   2      86           0.02       
   2      87           0.37       
   2      88           0.65       
   2      89           0.36       
   2      90           1.22       
   2      91           0.14       
   2      92           0.06       
   2      93           0.70       
   2      94           0.66       
   2      95           0.11       
   2      96           0.43       
   2      97           0.49       
   2      98           1.00       
   2      99           1.59       
   2     100           0.59       
   3       1           0.37       
   3       2           0.37       
   3       3           0.00       
   3       4           0.05       
   3       5           0.19       
   3       6           0.19       
   3       7           1.21       
   3       8           0.45       
   3       9           0.19       
   3      10           0.10       
   3      11           0.44       
   3      12           0.37       
   3      13           0.28       
   3      14           0.45       
   3      15           0.13       
   3      16           0.97       
   3      17           0.47       
   3      18           0.07       
   3      19           0.28       
   3      20           0.36       
   3      21           0.04       
   3      22           0.28       
   3      23           0.04       
   3      24           0.07       
   3      25           0.01       
   3      26           0.28       
   3      27           0.42       
   3      28           1.39       
   3      29           0.25       
   3      30           0.08       
   3      31           0.27       
   3      32           0.07       
   3      33           0.13       
   3      34           0.42       
   3      35           0.15       
   3      36           0.10       
   3      37           0.37       
   3      38           0.04       
   3      39           0.28       
   3      40           0.18       
   3      41           0.19       
   3      42           0.22       
   3      43           0.28       
   3      44           0.13       
   3      45           0.13       
   3      46           0.30       
   3      47           0.44       
   3      48           1.27       
   3      49           0.31       
   3      50           0.18       
   3      51           0.15       
   3      52           0.39       
   3      53           0.31       
   3      54           0.40       
   3      55           0.22       
   3      56           0.15       
   3      57           0.19       
   3      58           0.09       
   3      59           0.40       
   3      60           1.59       
   3      61           0.19       
   3      62           0.18       
   3      63           0.45       
   3      64           0.06       
   3      65           0.08       
   3      66           0.07       
