Alis

CUSTOMERS
store1  store2  tempo_deslocamento
   1       1           0.00       
   1       2           0.09       
   1       3           0.03       
   1       4           0.17       
   1       5           0.43       
   1       6           0.24       
   1       7           0.51       
   1       8           0.20       
   1       9           0.43       
   1      10           0.58       
   1      11           0.55       
   1      12           0.55       
   1      13           0.08       
   1      14           0.32       
   1      15           0.75       
   1      16           0.16       
   1      17           0.56       
   1      18           0.18       
   1      19           0.01       
   1      20           0.63       
   1      21           1.60       
   1      22           0.25       
   1      23           0.71       
   1      24           0.16       
   1      25           1.60       
   1      26           0.21       
   1      27           0.29       
   1      28           0.75       
   1      29           0.84       
   1      30           0.44       
   1      31           0.32       
   1      32           0.71       
   1      33           0.06       
   1      34           0.14       
   1      35           0.68       
   1      36           0.06       
   1      37           0.43       
   1      38           0.32       
   1      39           0.01       
   1      40           0.17       
   1      41           0.18       
   1      42           0.11       
   1      43           0.86       
   1      44           0.67       
   1      45           0.18       
   1      46           0.06       
   1      47           0.22       
   1      48           0.07       
   1      49           0.24       
   1      50           0.67       
   1      51           0.35       
   1      52           0.20       
   1      53           0.06       
   1      54           0.04       
   1      55           0.86       
   1      56           0.22       
   1      57           0.06       
   1      58           0.43       
   1      59           0.06       
   1      60           0.09       
   1      61           0.82       
   1      62           0.43       
   1      63           0.35       
   1      64           0.06       
   1      65           0.16       
   1      66           0.11       
   1      67           0.14       
   1      68           0.11       
   1      69           0.15       
   1      70           0.19       
   1      71           0.18       
   1      72           0.12       
   1      73           0.10       
   1      74           0.09       
   1      75           0.29       
   1      76           0.35       
   1      77           0.86       
   1      78           2.24       
   1      79           0.55       
   1      80           0.51       
   1      81           0.20       
   1      82           0.10       
   1      83           0.21       
   1      84           0.39       
   1      85           0.29       
   1      86           0.03       
   1      87           0.41       
   1      88           0.24       
   1      89           0.27       
   1      90           0.10       
   1      91           0.75       
   1      92           0.75       
   1      93           0.84       
   1      94           0.10       
   1      95           0.55       
   1      96           0.18       
   1      97           0.06       
   1      98           0.08       
   1      99           0.09       
   1     100           0.26       
   1     101           0.67       
   1     102           0.35       
   1     103           0.40       
   1     104           0.10       
   1     105           0.75       
   1     106           0.68       
   1     107           0.18       
   1     108           2.24       
   1     109           0.13       
   1     110           0.11       
   1     111           0.68       
   1     112           0.54       
   1     113           0.11       
   1     114           0.86       
   1     115           0.14       
   1     116           0.10       
   1     117           0.13       
   1     118           0.36       
   1     119           0.12       
   1     120           0.41       
   1     121           0.19       
   1     122           1.60       
   1     123           0.71       
   1     124           0.06       
   1     125           1.60       
   1     126           0.41       
   1     127           0.11       
   1     128           0.06       
   1     129           0.43       
   1     130           0.22       
   1     131           0.06       
   1     132           0.49       
   1     133           0.58       
   1     134           1.41       
   1     135           0.24       
   1     136           0.63       
   1     137           0.07       
   1     138           0.41       
   1     139           0.88       
   1     140           0.17       
   1     141           0.67       
   1     142           0.19       
   1     143           0.20       
   1     144           0.10       
   1     145           0.88       
   1     146           0.44       
   1     147           0.88       
   1     148           0.71       
   1     149           0.06       
   1     150           0.15       
   1     151           0.17       
   1     152           0.26       
   1     153           2.30       
   1     154           0.20       
   1     155           0.35       
   1     156           0.19       
   1     157           0.36       
   1     158           0.08       
   1     159           0.67       
   1     160           0.13       
   1     161           0.54       
   1     162           0.43       
   1     163           0.20       
   1     164           0.22       
   1     165           0.36       
   1     166           0.26       
   1     167           2.26       
   1     168           1.60       
   1     169           0.01       
   1     170           0.26       
   1     171           0.18       
   1     172           0.03       
   1     173           0.25       
   1     174           0.16       
   1     175           0.11       
   1     176           0.18       
   1     177           0.39       
   1     178           0.10       
   1     179           0.14       
   1     180           0.19       
   1     181           2.26       
   1     182           0.14       
   1     183           0.09       
   1     184           0.11       
