Alis

CUSTOMERS
store1  store2  tempo_deslocamento
   1       1           0.00       
   1       2           0.03       
   1       3           0.13       
   1       4           0.07       
   1       5           0.68       
   1       6           0.27       
   1       7           0.18       
   1       8           0.36       
   1       9           0.08       
   1      10           0.01       
   1      11           0.04       
   1      12           0.17       
   1      13           0.46       
   1      14           0.04       
   1      15           0.15       
   1      16           0.79       
   1      17           1.11       
   1      18           0.36       
   1      19           0.03       
   1      20           0.24       
   1      21           0.50       
   1      22           0.10       
   1      23           0.23       
   1      24           0.15       
   1      25           0.38       
   1      26           0.05       
   1      27           0.36       
   1      28           0.56       
   1      29           0.26       
   1      30           0.29       
   1      31           1.04       
   1      32           0.85       
   1      33           0.15       
   1      34           0.38       
   1      35           0.12       
   1      36           0.15       
   1      37           0.12       
   1      38           1.61       
   1      39           0.08       
   1      40           0.18       
   1      41           0.25       
   1      42           0.87       
   1      43           0.32       
   1      44           0.22       
   1      45           0.68       
   1      46           0.13       
   1      47           0.28       
   1      48           1.61       
   1      49           0.29       
   1      50           0.07       
   1      51           0.38       
   1      52           0.15       
   1      53           0.68       
   1      54           0.23       
   1      55           0.02       
   1      56           0.18       
   1      57           0.05       
   1      58           0.25       
   1      59           0.02       
   1      60           0.17       
   1      61           1.42       
   1      62           1.24       
   1      63           0.11       
   1      64           1.42       
   1      65           1.04       
   1      66           0.23       
   1      67           1.04       
   1      68           0.14       
   1      69           0.01       
   1      70           0.03       
   1      71           0.23       
   1      72           0.06       
   1      73           1.49       
   1      74           0.24       
   1      75           0.85       
   1      76           0.05       
   1      77           0.13       
   1      78           0.85       
   1      79           0.26       
   1      80           1.61       
   1      81           0.24       
   1      82           1.11       
   1      83           0.87       
   1      84           0.56       
   1      85           0.85       
   1      86           0.24       
   1      87           0.46       
   1      88           0.04       
   1      89           0.11       
   1      90           0.38       
   1      91           0.52       
   1      92           0.14       
   1      93           0.22       
   1      94           0.76       
   1      95           0.04       
   1      96           0.53       
   1      97           0.17       
   1      98           2.87       
   1      99           0.12       
   1     100           0.15       
   2       1           0.26       
   2       2           0.00       
   2       3           1.01       
   2       4           0.43       
   2       5           0.22       
   2       6           0.98       
   2       7           0.69       
   2       8           0.48       
   2       9           0.53       
   2      10           0.96       
   2      11           0.69       
   2      12           0.83       
   2      13           0.32       
   2      14           0.34       
   2      15           0.74       
   2      16           0.38       
   2      17           0.02       
   2      18           0.02       
   2      19           0.86       
   2      20           0.31       
   2      21           0.80       
   2      22           0.10       
   2      23           0.12       
   2      24           0.74       
   2      25           0.90       
   2      26           0.43       
   2      27           0.02       
   2      28           0.30       
   2      29           0.75       
   2      30           0.56       
   2      31           1.12       
   2      32           0.03       
   2      33           0.24       
   2      34           0.04       
