Alis

CUSTOMERS
store1  store2  tempo_deslocamento
   1       1           0.00       
   1       2           0.03       
   1       3           0.20       
   1       4           0.20       
   1       5           2.96       
   1       6           0.09       
   1       7           0.71       
   1       8           0.19       
   1       9           1.34       
   1      10           0.11       
   1      11           0.61       
   1      12           0.88       
   1      13           0.07       
   1      14           0.17       
   1      15           0.11       
   1      16           0.73       
   1      17           0.43       
   1      18           0.15       
   1      19           0.20       
   1      20           1.94       
   1      21           0.17       
   1      22           0.52       
   1      23           1.50       
   1      24           0.27       
   1      25           0.46       
   1      26           0.46       
   1      27           1.80       
   1      28           0.49       
   1      29           0.02       
   1      30           0.46       
   1      31           0.03       
   1      32           0.33       
   1      33           0.71       
   1      34           0.67       
   1      35           0.15       
   1      36           0.10       
   1      37           0.11       
   1      38           0.67       
   1      39           0.83       
   1      40           0.33       
   1      41           1.12       
   1      42           0.09       
   1      43           0.32       
   1      44           0.38       
   1      45           0.61       
   1      46           0.71       
   1      47           0.06       
   1      48           0.06       
   1      49           0.12       
   1      50           0.33       
   2       1           0.06       
   2       2           0.00       
   2       3           0.17       
   2       4           0.01       
   2       5           0.14       
   2       6           0.13       
   2       7           0.44       
   2       8           2.13       
   2       9           1.84       
   2      10           0.04       
   2      11           0.30       
   2      12           0.88       
   2      13           0.47       
   2      14           0.20       
   2      15           0.04       
   2      16           0.14       
   2      17           0.45       
   2      18           0.14       
   2      19           0.17       
   2      20           0.72       
   2      21           0.20       
   2      22           0.68       
   2      23           0.48       
   2      24           0.11       
   2      25           0.73       
   2      26           0.73       
   2      27           2.63       
   2      28           0.59       
   2      29           0.05       
   2      30           0.73       
   2      31           0.15       
   2      32           0.16       
   2      33           0.44       
   2      34           0.95       
   2      35           0.14       
   2      36           0.18       
   2      37           0.04       
   2      38           0.95       
   2      39           0.29       
   2      40           0.16       
   2      41           0.05       
   2      42           0.04       
   2      43           0.18       
   2      44           0.26       
   2      45           0.30       
   2      46           0.15       
   2      47           0.05       
   2      48           0.05       
   2      49           0.34       
   2      50           0.24       
   3       1           0.18       
   3       2           0.13       
   3       3           0.00       
   3       4           0.21       
   3       5           1.38       
   3       6           0.05       
   3       7           0.64       
   3       8           1.32       
   3       9           1.74       
   3      10           0.20       
   3      11           0.36       
   3      12           0.73       
   3      13           0.15       
   3      14           0.38       
   3      15           0.20       
   3      16           0.04       
   3      17           0.35       
   3      18           0.03       
   3      19           0.15       
   3      20           0.48       
   3      21           0.38       
   3      22           1.05       
   3      23           0.13       
   3      24           0.12       
   3      25           1.67       
   3      26           1.67       
   3      27           2.25       
   3      28           0.15       
   3      29           0.08       
   3      30           1.67       
   3      31           0.13       
   3      32           0.55       
   3      33           0.64       
   3      34           0.20       
