Alis

CUSTOMERS
store1  store2  tempo_deslocamento
   1       1           0.00       
   1       2           0.74       
   1       3           1.20       
   1       4           2.40       
   1       5           0.03       
   1       6           1.52       
   1       7           1.68       
   1       8           0.55       
   1       9           0.64       
   1      10           1.77       
   1      11           0.05       
   1      12           4.15       
   1      13           0.63       
   1      14           1.52       
   1      15           0.74       
   1      16           0.92       
   1      17           1.37       
   1      18           2.64       
   1      19           0.87       
   1      20           0.78       
   1      21           1.20       
   1      22           1.91       
   1      23           0.50       
   1      24           0.34       
   1      25           0.87       
   1      26           2.64       
   1      27           1.50       
   1      28           0.29       
   1      29           1.99       
   1      30           1.12       
   1      31           0.60       
   1      32           0.53       
   1      33           1.58       
   1      34           1.12       
   1      35           1.58       
   1      36           0.51       
   1      37           0.85       
   1      38           0.15       
   1      39           2.12       
   1      40           0.03       
   1      41           0.09       
   1      42           2.12       
   1      43           0.55       
   1      44           0.16       
   1      45           0.16       
   1      46           0.03       
   1      47           0.67       
   1      48           0.08       
   1      49           0.55       
   1      50           2.40       
   2       1           1.53       
   2       2           0.00       
   2       3           0.64       
   2       4           0.46       
   2       5           0.87       
   2       6           0.33       
   2       7           0.69       
   2       8           2.91       
   2       9           1.19       
   2      10           2.11       
   2      11           1.95       
   2      12           0.86       
   2      13           1.34       
   2      14           0.33       
   2      15           0.15       
   2      16           1.00       
   2      17           0.25       
   2      18           0.02       
   2      19           0.69       
   2      20           1.02       
   2      21           0.64       
   2      22           1.92       
   2      23           2.21       
   2      24           0.11       
   2      25           0.69       
   2      26           0.02       
   2      27           1.09       
   2      28           5.06       
   2      29           1.97       
   2      30           0.85       
   2      31           0.80       
   2      32           0.77       
   2      33           2.91       
   2      34           0.85       
   2      35           2.91       
   2      36           1.12       
   2      37           0.86       
   2      38           1.53       
   2      39           0.49       
   2      40           0.87       
   2      41           0.76       
   2      42           0.49       
   2      43           2.91       
   2      44           0.04       
   2      45           0.04       
   2      46           1.47       
   2      47           2.10       
   2      48           0.69       
   2      49           2.91       
   2      50           0.46       
   3       1           0.35       
   3       2           1.62       
   3       3           0.00       
   3       4           0.48       
   3       5           0.03       
   3       6           0.19       
   3       7           0.11       
   3       8           1.77       
   3       9           0.12       
   3      10           0.06       
   3      11           0.17       
   3      12           2.39       
   3      13           1.05       
   3      14           0.19       
   3      15           1.62       
   3      16           1.34       
   3      17           0.77       
   3      18           0.56       
   3      19           0.28       
   3      20           0.32       
   3      21           0.15       
   3      22           0.26       
   3      23           0.87       
   3      24           0.70       
   3      25           0.28       
   3      26           0.56       
   3      27           0.01       
   3      28           2.71       
   3      29           0.06       
   3      30           0.68       
   3      31           0.20       
   3      32           1.04       
   3      33           2.30       
   3      34           0.68       
   3      35           2.30       
   3      36           0.35       
   3      37           0.62       
   3      38           0.35       
   3      39           0.40       
   3      40           0.03       
   3      41           0.38       
   3      42           0.40       
   3      43           1.77       
   3      44           0.59       
   3      45           0.59       
   3      46           0.19       
   3      47           2.13       
   3      48           0.25       
   3      49           1.77       
   3      50           0.48       
   4       1           0.27       
   4       2           1.53       
   4       3           0.52       
   4       4           0.00       
   4       5           0.35       
   4       6           0.24       
   4       7           0.11       
   4       8           1.67       
   4       9           0.33       
   4      10           0.45       
   4      11           0.04       
   4      12           2.76       
   4      13           0.32       
   4      14           0.24       
   4      15           1.53       
   4      16           1.44       
   4      17           0.01       
   4      18           0.26       
   4      19           0.46       
   4      20           0.12       
   4      21           0.52       
   4      22           0.30       
   4      23           0.54       
   4      24           0.06       
   4      25           0.46       
   4      26           0.26       
   4      27           0.15       
   4      28           0.71       
   4      29           1.11       
   4      30           0.21       
   4      31           0.45       
   4      32           0.63       
   4      33           1.72       
   4      34           0.21       
   4      35           1.72       
   4      36           0.36       
   4      37           0.20       
   4      38           0.27       
