Alis

CUSTOMERS
store1  store2  tempo_deslocamento
   1       1           0.00       
   1       2           0.74       
   1       3           0.78       
   1       4           2.40       
   1       5           2.29       
   1       6           1.73       
   1       7           0.52       
   1       8           0.70       
   1       9           1.77       
   1      10           1.10       
   1      11           0.03       
   1      12           1.96       
   1      13           1.27       
   1      14           0.20       
   1      15           0.22       
   1      16           0.03       
   1      17           0.48       
   1      18           0.45       
   1      19           0.50       
   1      20           0.78       
   1      21           1.60       
   1      22           1.73       
   1      23           2.05       
   1      24           0.54       
   1      25           0.74       
   1      26           1.20       
   1      27           0.22       
   1      28           1.99       
   1      29           1.96       
   1      30           0.60       
   1      31           0.87       
   1      32           1.96       
   1      33           0.16       
   1      34           0.24       
   1      35           1.12       
   1      36           0.87       
   1      37           1.26       
   1      38           1.88       
   1      39           0.21       
   1      40           1.26       
   1      41           4.15       
   1      42           0.23       
   1      43           1.88       
   1      44           2.29       
   1      45           1.31       
   1      46           0.21       
   1      47           0.15       
   1      48           0.90       
   1      49           0.89       
   1      50           0.55       
   2       1           1.53       
   2       2           0.00       
   2       3           1.02       
   2       4           0.49       
   2       5           0.29       
   2       6           0.28       
   2       7           0.74       
   2       8           2.11       
   2       9           2.11       
   2      10           0.54       
   2      11           0.87       
   2      12           1.42       
   2      13           0.41       
   2      14           1.14       
   2      15           1.71       
   2      16           0.26       
   2      17           1.94       
   2      18           2.08       
   2      19           0.90       
   2      20           1.02       
   2      21           1.08       
   2      22           0.95       
   2      23           0.58       
   2      24           0.18       
   2      25           0.15       
   2      26           0.64       
   2      27           1.71       
   2      28           1.97       
   2      29           1.42       
   2      30           0.80       
   2      31           0.69       
   2      32           1.42       
   2      33           0.04       
   2      34           0.46       
   2      35           0.85       
   2      36           0.69       
   2      37           0.32       
   2      38           1.88       
   2      39           0.10       
   2      40           0.32       
   2      41           0.86       
   2      42           1.40       
   2      43           1.88       
   2      44           0.29       
   2      45           1.41       
   2      46           0.10       
   2      47           1.53       
   2      48           1.64       
   2      49           0.87       
   2      50           2.91       
   3       1           0.92       
   3       2           1.88       
   3       3           0.00       
   3       4           0.40       
   3       5           0.37       
   3       6           0.53       
   3       7           0.24       
   3       8           0.15       
   3       9           0.21       
   3      10           0.50       
   3      11           0.10       
   3      12           0.03       
   3      13           0.03       
   3      14           0.62       
   3      15           0.26       
   3      16           0.16       
   3      17           0.96       
   3      18           0.12       
   3      19           0.21       
   3      20           0.15       
   3      21           0.26       
   3      22           0.50       
   3      23           0.33       
   3      24           1.33       
   3      25           1.88       
   3      26           0.44       
   3      27           0.26       
   3      28           1.04       
   3      29           0.03       
   3      30           0.28       
   3      31           0.60       
   3      32           0.03       
   3      33           0.56       
   3      34           0.44       
   3      35           0.35       
   3      36           0.60       
   3      37           0.41       
   3      38           0.26       
   3      39           0.35       
   3      40           0.41       
   3      41           0.01       
   3      42           0.28       
   3      43           0.26       
   3      44           0.37       
   3      45           0.24       
   3      46           0.35       
   3      47           0.92       
   3      48           0.36       
   3      49           0.03       
   3      50           2.12       
   4       1           0.77       
   4       2           1.83       
   4       3           0.13       
   4       4           0.00       
   4       5           0.28       
   4       6           0.28       
   4       7           0.24       
   4       8           0.41       
   4       9           0.33       
   4      10           0.01       
   4      11           0.69       
   4      12           0.09       
   4      13           0.02       
   4      14           0.68       
   4      15           0.02       
   4      16           0.59       
   4      17           0.29       
   4      18           0.01       
   4      19           0.14       
   4      20           0.13       
   4      21           0.19       
   4      22           0.35       
   4      23           0.39       
   4      24           0.01       
   4      25           1.83       
   4      26           0.51       
   4      27           0.02       
   4      28           0.61       
   4      29           0.09       
   4      30           0.15       
   4      31           0.16       
   4      32           0.09       
   4      33           0.81       
   4      34           0.26       
   4      35           0.15       
   4      36           0.16       
   4      37           0.18       
   4      38           0.35       
