Alis

CUSTOMERS
store1  store2  tempo_deslocamento
   1       1           0.00       
   1       2           0.99       
   1       3           0.21       
   1       4           0.34       
   1       5           0.21       
   1       6           1.00       
   1       7           2.07       
   1       8           1.54       
   1       9           0.41       
   1      10           0.07       
   1      11           1.86       
   1      12           1.58       
   1      13           1.52       
   1      14           2.51       
   1      15           1.65       
   1      16           0.22       
   1      17           1.52       
   1      18           0.02       
   1      19           0.45       
   1      20           0.28       
   1      21           1.26       
   1      22           1.80       
   1      23           0.85       
   1      24           2.07       
   1      25           1.98       
   1      26           1.26       
   1      27           1.34       
   1      28           0.13       
   1      29           0.45       
   1      30           2.32       
   1      31           1.09       
   1      32           0.59       
   1      33           0.13       
   1      34           0.34       
   1      35           0.72       
   1      36           1.13       
   1      37           0.07       
   1      38           2.30       
   1      39           1.24       
   1      40           0.14       
   1      41           0.83       
   1      42           0.34       
   1      43           2.14       
   1      44           0.80       
   1      45           0.01       
   1      46           0.44       
   1      47           2.14       
   1      48           0.38       
   1      49           2.32       
   1      50           1.65       
   1      51           0.38       
   1      52           1.26       
   1      53           1.65       
   1      54           1.86       
   1      55           0.83       
   1      56           1.81       
   1      57           0.27       
   1      58           0.35       
   1      59           1.81       
   1      60           0.99       
   1      61           0.39       
   1      62           1.26       
   1      63           2.09       
   1      64           0.39       
   1      65           0.01       
   1      66           0.20       
   1      67           0.13       
   1      68           2.07       
   1      69           0.01       
   1      70           0.63       
   1      71           2.32       
   1      72           0.44       
   1      73           0.07       
   1      74           2.67       
   1      75           0.80       
   1      76           0.45       
   1      77           0.07       
   1      78           0.42       
   1      79           0.57       
   1      80           1.98       
   1      81           0.83       
   1      82           0.91       
   1      83           0.38       
   1      84           0.01       
   1      85           0.77       
   1      86           0.78       
   1      87           0.15       
   1      88           2.67       
   1      89           0.98       
   1      90           1.26       
   1      91           0.57       
   1      92           0.33       
   1      93           2.14       
   1      94           0.91       
   1      95           0.72       
   1      96           1.24       
   1      97           1.81       
   1      98           1.65       
   1      99           0.87       
   1     100           0.84       
   2       1           0.84       
   2       2           0.00       
   2       3           1.06       
   2       4           0.01       
   2       5           1.06       
   2       6           0.68       
   2       7           0.16       
   2       8           0.47       
   2       9           0.18       
   2      10           0.04       
   2      11           0.23       
   2      12           0.49       
   2      13           0.26       
   2      14           0.34       
   2      15           0.20       
   2      16           0.37       
   2      17           0.26       
   2      18           0.51       
   2      19           0.11       
   2      20           0.47       
   2      21           0.35       
   2      22           0.43       
   2      23           0.14       
   2      24           0.16       
   2      25           0.37       
   2      26           0.05       
   2      27           0.08       
   2      28           0.44       
   2      29           0.11       
   2      30           0.88       
   2      31           0.16       
   2      32           0.32       
   2      33           0.44       
   2      34           0.71       
   2      35           2.03       
   2      36           0.60       
   2      37           0.04       
   2      38           1.89       
   2      39           0.29       
   2      40           2.67       
   2      41           0.70       
   2      42           0.01       
   2      43           1.05       
   2      44           0.30       
   2      45           0.28       
   2      46           0.06       
   2      47           1.05       
   2      48           0.10       
   2      49           0.88       
   2      50           0.46       
   2      51           0.10       
   2      52           0.35       
   2      53           0.46       
   2      54           0.07       
   2      55           0.70       
   2      56           0.33       
   2      57           0.03       
   2      58           0.53       
   2      59           0.33       
   2      60           0.15       
   2      61           0.69       
   2      62           0.35       
   2      63           0.21       
   2      64           0.44       
   2      65           0.28       
   2      66           0.23       
   2      67           0.44       
   2      68           0.16       
   2      69           0.28       
   2      70           0.44       
   2      71           0.88       
   2      72           0.06       
   2      73           0.04       
   2      74           0.02       
   2      75           0.30       
   2      76           0.11       
   2      77           0.15       
   2      78           0.38       
   2      79           0.65       
   2      80           0.37       
   2      81           0.70       
   2      82           0.50       
   2      83           0.10       
   2      84           0.28       
   2      85           0.64       
   2      86           0.43       
   2      87           0.84       
   2      88           0.02       
   2      89           0.42       
   2      90           0.05       
   2      91           0.65       
   2      92           0.01       
   2      93           1.05       
   2      94           0.50       
   2      95           2.03       
   2      96           0.29       
   2      97           0.33       
   2      98           0.46       
   2      99           0.49       
   2     100           0.10       
   3       1           0.68       
   3       2           0.39       
   3       3           0.00       
   3       4           0.85       
   3       5           0.15       
   3       6           0.73       
   3       7           0.38       
   3       8           0.11       
   3       9           0.12       
   3      10           0.17       
   3      11           0.70       
   3      12           0.28       
   3      13           0.49       
   3      14           0.94       
   3      15           0.06       
   3      16           0.62       
   3      17           0.49       
   3      18           2.01       
   3      19           0.04       
   3      20           1.59       
   3      21           0.30       
   3      22           0.33       
   3      23           0.54       
   3      24           0.38       
   3      25           0.02       
   3      26           0.21       
   3      27           0.56       
   3      28           0.41       
   3      29           0.04       
   3      30           0.67       
   3      31           1.18       
   3      32           0.21       
   3      33           0.41       
   3      34           0.08       
   3      35           1.62       
   3      36           0.06       
   3      37           0.17       
   3      38           0.99       
   3      39           0.09       
   3      40           0.33       
   3      41           0.26       
   3      42           0.85       
   3      43           0.01       
   3      44           0.20       
   3      45           0.16       
   3      46           0.12       
   3      47           0.01       
   3      48           0.17       
   3      49           0.67       
   3      50           0.87       
   3      51           0.17       
   3      52           0.30       
   3      53           0.87       
   3      54           0.29       
   3      55           0.26       
   3      56           0.24       
   3      57           0.51       
   3      58           0.07       
   3      59           0.24       
   3      60           0.39       
   3      61           1.16       
   3      62           0.30       
   3      63           0.48       
   3      64           0.05       
   3      65           0.16       
   3      66           0.05       
   3      67           0.41       
   3      68           0.38       
   3      69           0.16       
   3      70           0.58       
   3      71           0.67       
   3      72           0.12       
   3      73           0.17       
   3      74           0.55       
   3      75           0.20       
   3      76           0.04       
   3      77           0.35       
   3      78           0.67       
   3      79           0.47       
   3      80           0.02       
   3      81           0.26       
   3      82           0.34       
   3      83           0.17       
   3      84           0.16       
   3      85           0.17       
   3      86           0.45       
   3      87           0.68       
   3      88           0.55       
   3      89           0.90       
   3      90           0.21       
   3      91           0.47       
   3      92           0.78       
   3      93           0.01       
   3      94           0.34       
   3      95           1.62       
   3      96           0.09       
   3      97           0.24       
   3      98           0.87       
   3      99           0.56       
   3     100           0.09       
   4       1           1.88       
   4       2           0.13       
   4       3           0.12       
   4       4           0.00       
   4       5           0.12       
   4       6           0.27       
   4       7           0.85       
   4       8           0.34       
   4       9           0.16       
   4      10           0.36       
   4      11           0.43       
   4      12           0.87       
   4      13           0.23       
   4      14           0.10       
   4      15           0.34       
   4      16           0.15       
   4      17           0.23       
   4      18           0.26       
   4      19           0.56       
   4      20           0.83       
   4      21           0.05       
   4      22           0.20       
   4      23           0.56       
   4      24           0.85       
   4      25           0.43       
   4      26           0.50       
   4      27           2.21       
   4      28           0.18       
   4      29           0.56       
   4      30           0.45       
   4      31           0.35       
   4      32           0.20       
   4      33           0.18       
   4      34           0.43       
   4      35           0.21       
   4      36           0.03       
   4      37           0.36       
   4      38           0.66       
   4      39           0.01       
   4      40           0.27       
   4      41           1.26       
   4      42           0.15       
   4      43           0.39       
   4      44           0.55       
   4      45           0.14       
   4      46           0.51       
   4      47           0.39       
   4      48           0.13       
   4      49           0.45       
   4      50           0.37       
   4      51           0.13       
   4      52           0.05       
   4      53           0.37       
   4      54           0.23       
   4      55           1.26       
   4      56           0.08       
   4      57           0.02       
   4      58           0.25       
   4      59           0.08       
   4      60           0.13       
   4      61           0.02       
   4      62           0.05       
   4      63           0.60       
   4      64           0.23       
   4      65           0.14       
   4      66           0.20       
   4      67           0.18       
   4      68           0.85       
   4      69           0.14       
   4      70           0.38       
   4      71           0.45       
   4      72           0.51       
   4      73           0.36       
   4      74           0.06       
   4      75           0.55       
   4      76           0.56       
   4      77           0.24       
   4      78           0.49       
   4      79           0.20       
   4      80           0.43       
   4      81           1.26       
   4      82           0.74       
   4      83           0.13       
   4      84           0.14       
   4      85           0.19       
   4      86           0.27       
   4      87           1.88       
   4      88           0.06       
   4      89           0.36       
   4      90           0.50       
   4      91           0.20       
   4      92           2.76       
   4      93           0.39       
   4      94           0.74       
   4      95           0.21       
   4      96           0.01       
   4      97           0.08       
   4      98           0.37       
   4      99           0.84       
   4     100           0.07       
   5       1           0.68       
   5       2           0.39       
   5       3           0.15       
   5       4           0.85       
   5       5           0.00       
   5       6           0.73       
   5       7           0.38       
   5       8           0.11       
   5       9           0.12       
   5      10           0.17       
   5      11           0.70       
   5      12           0.28       
   5      13           0.49       
   5      14           0.94       
   5      15           0.06       
   5      16           0.62       
   5      17           0.49       
   5      18           2.01       
   5      19           0.04       
   5      20           1.59       
   5      21           0.30       
   5      22           0.33       
   5      23           0.54       
   5      24           0.38       
   5      25           0.02       
   5      26           0.21       
   5      27           0.56       
   5      28           0.41       
   5      29           0.04       
   5      30           0.67       
   5      31           1.18       
   5      32           0.21       
   5      33           0.41       
   5      34           0.08       
