Alis

CUSTOMERS
store1  store2  tempo_deslocamento
   1       1           0.00       
   1       2           0.18       
   1       3           1.72       
   1       4           0.24       
   1       5           0.37       
   1       6           0.25       
   1       7           0.23       
   1       8           0.05       
   1       9           0.11       
   1      10           0.09       
   1      11           0.60       
   1      12           0.05       
   1      13           0.05       
   1      14           0.40       
   1      15           0.75       
   1      16           0.28       
   1      17           0.75       
   1      18           0.23       
   1      19           0.13       
   1      20           0.01       
   1      21           0.23       
   1      22           0.12       
   1      23           0.21       
   1      24           0.23       
   1      25           0.35       
   1      26           0.37       
   1      27           0.22       
   1      28           0.38       
   1      29           0.97       
   1      30           0.42       
   1      31           0.17       
   1      32           0.68       
   1      33           0.35       
   1      34           0.97       
   1      35           0.38       
   1      36           0.75       
   1      37           0.05       
   1      38           0.05       
   1      39           0.04       
   1      40           0.51       
   1      41           0.77       
   1      42           0.15       
   1      43           0.01       
   1      44           0.24       
   1      45           0.72       
   1      46           0.25       
   1      47           0.27       
   1      48           0.05       
   1      49           0.40       
   1      50           0.15       
   2       1           0.04       
   2       2           0.00       
   2       3           0.57       
   2       4           0.32       
   2       5           0.14       
   2       6           0.12       
   2       7           0.38       
   2       8           0.28       
   2       9           0.54       
   2      10           0.34       
   2      11           0.71       
   2      12           0.15       
   2      13           0.18       
   2      14           1.02       
   2      15           0.47       
   2      16           0.20       
   2      17           0.29       
   2      18           0.07       
   2      19           0.06       
   2      20           0.44       
   2      21           0.38       
   2      22           0.90       
   2      23           0.32       
   2      24           0.28       
   2      25           0.14       
   2      26           0.14       
   2      27           0.44       
   2      28           0.02       
   2      29           0.18       
   2      30           0.39       
   2      31           0.28       
   2      32           0.32       
   2      33           0.14       
   2      34           0.18       
   2      35           0.02       
   2      36           0.47       
   2      37           0.06       
   2      38           0.18       
   2      39           0.58       
   2      40           1.23       
   2      41           0.13       
   2      42           0.49       
   2      43           0.28       
   2      44           0.32       
   2      45           1.00       
   2      46           0.12       
   2      47           0.40       
   2      48           0.15       
   2      49           1.00       
   2      50           0.31       
   3       1           1.16       
   3       2           1.03       
   3       3           0.00       
   3       4           1.13       
   3       5           1.52       
   3       6           0.18       
   3       7           1.81       
   3       8           0.49       
   3       9           1.01       
   3      10           1.06       
   3      11           1.60       
   3      12           2.30       
   3      13           0.20       
   3      14           1.77       
   3      15           1.83       
   3      16           1.44       
   3      17           2.36       
   3      18           0.20       
   3      19           2.14       
   3      20           1.73       
   3      21           1.81       
   3      22           1.42       
   3      23           0.26       
   3      24           0.16       
   3      25           1.16       
   3      26           1.52       
   3      27           0.38       
   3      28           0.10       
   3      29           1.46       
   3      30           3.52       
   3      31           0.54       
   3      32           0.15       
   3      33           1.16       
   3      34           1.46       
   3      35           0.10       
   3      36           1.83       
   3      37           1.18       
   3      38           0.20       
   3      39           0.94       
   3      40           0.36       
   3      41           1.34       
   3      42           1.96       
   3      43           1.36       
   3      44           1.13       
   3      45           1.32       
   3      46           0.18       
   3      47           1.42       
   3      48           2.30       
   3      49           1.84       
   3      50           1.61       
   4       1           0.03       
   4       2           0.15       
   4       3           0.59       
   4       4           0.00       
   4       5           0.72       
   4       6           0.05       
   4       7           0.04       
   4       8           0.28       
   4       9           0.14       
   4      10           0.21       
   4      11           0.52       
   4      12           0.16       
   4      13           0.40       
   4      14           0.76       
   4      15           0.18       
   4      16           0.18       
   4      17           0.45       
   4      18           0.52       
   4      19           0.50       
   4      20           0.05       
   4      21           0.04       
   4      22           0.50       
   4      23           0.28       
   4      24           0.64       
   4      25           0.22       
   4      26           0.72       
   4      27           0.12       
   4      28           0.10       
   4      29           1.67       
   4      30           0.37       
   4      31           0.17       
   4      32           0.66       
   4      33           0.22       
   4      34           1.67       
   4      35           0.10       
   4      36           0.18       
   4      37           0.36       
   4      38           0.40       
   4      39           0.11       
   4      40           0.48       
   4      41           0.43       
   4      42           0.18       
   4      43           0.27       
   4      44           0.15       
   4      45           0.29       
   4      46           0.05       
   4      47           0.07       
   4      48           0.16       
   4      49           0.83       
   4      50           0.46       
   5       1           0.19       
   5       2           0.27       
   5       3           0.92       
   5       4           0.30       
   5       5           0.00       
   5       6           0.73       
   5       7           0.25       
   5       8           0.04       
   5       9           0.78       
   5      10           0.15       
   5      11           0.06       
   5      12           0.12       
   5      13           0.19       
   5      14           0.15       
   5      15           0.26       
   5      16           0.41       
   5      17           0.48       
   5      18           0.05       
   5      19           0.33       
   5      20           0.51       
   5      21           0.25       
   5      22           0.32       
   5      23           0.62       
   5      24           1.12       
   5      25           0.21       
   5      26           0.15       
   5      27           0.46       
   5      28           0.30       
   5      29           0.76       
   5      30           0.47       
   5      31           0.06       
   5      32           0.21       
   5      33           0.21       
   5      34           0.76       
   5      35           0.30       
   5      36           0.26       
   5      37           0.40       
   5      38           0.19       
   5      39           0.01       
   5      40           0.84       
   5      41           1.13       
   5      42           0.34       
   5      43           0.28       
   5      44           0.30       
   5      45           0.07       
   5      46           0.73       
   5      47           0.32       
   5      48           0.12       
   5      49           0.63       
   5      50           0.81       
   6       1           0.11       
   6       2           0.58       
   6       3           1.47       
   6       4           0.14       
   6       5           0.45       
   6       6           0.00       
   6       7           0.05       
   6       8           0.27       
   6       9           0.08       
   6      10           0.07       
   6      11           0.49       
   6      12           0.11       
   6      13           0.36       
   6      14           0.13       
   6      15           0.05       
   6      16           0.10       
   6      17           0.51       
   6      18           0.04       
   6      19           0.41       
   6      20           0.71       
   6      21           0.05       
   6      22           0.60       
   6      23           0.56       
   6      24           0.30       
   6      25           0.01       
   6      26           0.45       
   6      27           0.06       
   6      28           0.76       
   6      29           2.16       
   6      30           0.14       
   6      31           0.10       
   6      32           0.30       
   6      33           0.01       
   6      34           2.16       
   6      35           0.76       
   6      36           0.05       
   6      37           0.29       
   6      38           0.36       
   6      39           0.53       
   6      40           0.93       
   6      41           0.28       
   6      42           0.11       
   6      43           0.30       
   6      44           0.14       
   6      45           0.76       
   6      46           0.15       
   6      47           0.09       
   6      48           0.11       
   6      49           0.23       
   6      50           0.32       
   7       1           0.20       
   7       2           0.06       
   7       3           0.82       
   7       4           0.06       
   7       5           0.07       
   7       6           0.06       
   7       7           0.00       
   7       8           0.22       
   7       9           0.13       
   7      10           0.27       
   7      11           0.07       
   7      12           0.10       
   7      13           0.02       
   7      14           0.39       
   7      15           0.42       
   7      16           0.49       
   7      17           0.17       
   7      18           0.17       
   7      19           0.46       
   7      20           0.52       
   7      21           0.15       
   7      22           0.60       
   7      23           0.18       
   7      24           0.13       
   7      25           0.25       
   7      26           0.07       
   7      27           0.06       
   7      28           0.74       
   7      29           0.12       
   7      30           0.52       
   7      31           0.05       
   7      32           0.78       
   7      33           0.25       
   7      34           0.12       
   7      35           0.74       
   7      36           0.42       
   7      37           0.32       
   7      38           0.02       
   7      39           0.47       
   7      40           0.86       
   7      41           0.04       
   7      42           0.25       
   7      43           0.30       
   7      44           0.06       
   7      45           0.47       
   7      46           0.06       
   7      47           0.09       
   7      48           0.10       
   7      49           0.10       
   7      50           0.08       
   8       1           0.13       
   8       2           0.05       
   8       3           1.07       
   8       4           0.43       
   8       5           0.25       
   8       6           0.29       
   8       7           0.01       
   8       8           0.00       
   8       9           0.21       
   8      10           0.40       
   8      11           0.53       
   8      12           0.54       
   8      13           0.13       
   8      14           1.64       
   8      15           0.19       
   8      16           0.07       
   8      17           0.42       
   8      18           0.26       
   8      19           0.58       
   8      20           0.62       
   8      21           0.01       
   8      22           0.04       
   8      23           0.32       
   8      24           0.74       
   8      25           0.23       
   8      26           0.25       
   8      27           0.13       
   8      28           0.47       
   8      29           0.74       
   8      30           0.07       
   8      31           0.03       
   8      32           0.18       
   8      33           0.23       
   8      34           0.74       
   8      35           0.47       
   8      36           0.19       
   8      37           0.14       
   8      38           0.13       
   8      39           0.51       
   8      40           0.90       
   8      41           0.94       
   8      42           0.08       
   8      43           0.16       
   8      44           0.43       
   8      45           1.09       
   8      46           0.29       
   8      47           0.08       
   8      48           0.54       
   8      49           0.91       
   8      50           0.49       
   9       1           0.01       
   9       2           0.33       
   9       3           2.24       
   9       4           0.06       
   9       5           0.17       
   9       6           0.02       
   9       7           0.01       
   9       8           0.30       
   9       9           0.00       
   9      10           0.69       
   9      11           0.40       
   9      12           0.04       
   9      13           0.01       
   9      14           1.32       
   9      15           0.24       
   9      16           0.05       
   9      17           0.14       
   9      18           0.59       
   9      19           0.01       
   9      20           0.43       
   9      21           0.01       
   9      22           0.58       
   9      23           0.69       
   9      24           0.36       
   9      25           0.07       
   9      26           0.17       
   9      27           0.11       
   9      28           0.56       
   9      29           1.46       
   9      30           0.16       
   9      31           0.13       
   9      32           0.40       
   9      33           0.07       
   9      34           1.46       
   9      35           0.56       
   9      36           0.24       
   9      37           0.17       
   9      38           0.01       
   9      39           0.59       
   9      40           0.39       
   9      41           0.33       
   9      42           0.18       
   9      43           0.06       
   9      44           0.06       
   9      45           1.05       
   9      46           0.02       
   9      47           0.07       
   9      48           0.04       
   9      49           0.32       
   9      50           0.14       
  10       1           0.09       
  10       2           0.26       
  10       3           1.29       
  10       4           0.03       
  10       5           0.15       
  10       6           0.05       
  10       7           0.39       
  10       8           0.01       
  10       9           0.20       
  10      10           0.00       
  10      11           0.12       
  10      12           0.50       
  10      13           0.41       
  10      14           0.64       
  10      15           0.22       
  10      16           0.16       
  10      17           0.01       
  10      18           0.18       
  10      19           0.25       
  10      20           0.70       
  10      21           0.39       
  10      22           0.59       
  10      23           0.24       
  10      24           0.29       
  10      25           0.37       
  10      26           0.15       
  10      27           0.27       
  10      28           0.26       
  10      29           0.74       
  10      30           0.19       
  10      31           0.10       
  10      32           0.06       
  10      33           0.37       
  10      34           0.74       
  10      35           0.26       
  10      36           0.22       
  10      37           0.39       
  10      38           0.41       
  10      39           0.08       
  10      40           1.10       
  10      41           0.24       
  10      42           0.33       
  10      43           0.36       
  10      44           0.03       
  10      45           1.16       
  10      46           0.05       
  10      47           0.35       
  10      48           0.50       
  10      49           0.10       
  10      50           0.11       
  11       1           0.63       
  11       2           0.34       
  11       3           1.60       
  11       4           0.11       
  11       5           0.29       
  11       6           0.21       
  11       7           0.45       
  11       8           0.09       
  11       9           0.38       
  11      10           0.31       
  11      11           0.00       
  11      12           0.41       
  11      13           0.18       
  11      14           0.29       
  11      15           0.29       
  11      16           0.63       
  11      17           0.86       
  11      18           0.47       
  11      19           0.07       
  11      20           0.48       
  11      21           0.45       
  11      22           0.28       
  11      23           0.10       
  11      24           0.43       
  11      25           0.08       
  11      26           0.29       
  11      27           0.25       
  11      28           0.61       
  11      29           1.09       
  11      30           0.20       
  11      31           0.20       
  11      32           0.08       
  11      33           0.08       
  11      34           1.09       
  11      35           0.61       
  11      36           0.29       
  11      37           0.38       
  11      38           0.18       
  11      39           0.21       
  11      40           1.12       
  11      41           0.98       
  11      42           0.52       
  11      43           0.29       
  11      44           0.11       
  11      45           1.01       
  11      46           0.21       
  11      47           0.42       
  11      48           0.41       
  11      49           0.14       
  11      50           0.62       
  12       1           0.02       
  12       2           0.07       
  12       3           0.51       
  12       4           0.14       
  12       5           0.07       
  12       6           0.05       
  12       7           0.04       
  12       8           0.15       
  12       9           0.43       
  12      10           0.46       
  12      11           0.44       
