Alis

CUSTOMERS
store1  store2  tempo_deslocamento
   1       1           0.00       
   1       2           0.48       
   1       3           0.27       
   1       4           0.26       
   1       5           1.50       
   1       6           0.95       
   1       7           0.09       
   1       8           0.11       
   1       9           0.16       
   1      10           2.17       
   1      11           0.61       
   1      12           0.13       
   1      13           0.39       
   1      14           0.07       
   1      15           0.11       
   1      16           0.51       
   1      17           0.44       
   1      18           0.37       
   1      19           0.15       
   1      20           0.59       
   1      21           0.30       
   1      22           0.44       
   1      23           0.13       
   1      24           1.08       
   1      25           0.28       
   1      26           0.15       
   1      27           0.15       
   1      28           0.11       
   1      29           0.13       
   1      30           0.21       
   1      31           2.85       
   1      32           0.07       
   1      33           0.31       
   1      34           0.27       
   1      35           0.28       
   1      36           0.89       
   1      37           0.14       
   1      38           0.48       
   1      39           0.09       
   1      40           0.37       
   1      41           1.08       
   1      42           0.13       
   1      43           0.33       
   1      44           0.33       
   1      45           0.50       
   1      46           0.31       
   1      47           1.08       
   1      48           0.50       
   1      49           0.33       
   1      50           0.04       
   1      51           0.03       
   1      52           0.51       
   1      53           0.11       
   1      54           0.15       
   1      55           0.02       
   1      56           0.33       
   1      57           1.08       
   1      58           0.07       
   1      59           0.37       
   1      60           0.26       
   1      61           0.19       
   1      62           0.19       
   1      63           0.40       
   1      64           0.14       
   1      65           1.83       
   1      66           0.33       
   1      67           0.13       
   1      68           0.30       
   1      69           0.15       
   1      70           0.05       
   1      71           0.27       
   1      72           1.03       
   1      73           0.32       
   1      74           0.11       
   1      75           0.02       
   1      76           0.04       
   1      77           0.27       
   1      78           0.09       
   1      79           0.20       
   1      80           0.12       
   1      81           0.37       
   1      82           0.15       
   1      83           1.83       
   1      84           0.30       
   1      85           0.39       
   1      86           0.61       
   1      87           0.07       
   1      88           0.95       
   1      89           0.62       
   1      90           0.32       
   1      91           0.23       
   1      92           0.27       
   1      93           0.32       
   1      94           0.25       
   1      95           0.05       
   1      96           0.27       
   1      97           1.06       
   1      98           0.09       
   1      99           0.30       
   1     100           0.32       
   2       1           0.08       
   2       2           0.00       
   2       3           0.02       
   2       4           0.23       
   2       5           0.29       
   2       6           0.62       
   2       7           0.02       
   2       8           0.10       
   2       9           0.22       
   2      10           1.05       
   2      11           0.11       
   2      12           0.59       
   2      13           0.64       
   2      14           0.06       
   2      15           0.01       
   2      16           0.34       
   2      17           0.33       
   2      18           0.63       
   2      19           0.09       
   2      20           0.02       
   2      21           0.10       
   2      22           0.33       
   2      23           0.41       
   2      24           1.44       
   2      25           0.19       
   2      26           0.02       
   2      27           0.08       
   2      28           0.01       
   2      29           0.59       
   2      30           1.18       
   2      31           1.60       
   2      32           0.06       
   2      33           0.61       
   2      34           0.01       
   2      35           0.19       
   2      36           0.89       
   2      37           0.28       
   2      38           0.15       
   2      39           0.21       
   2      40           1.30       
   2      41           1.44       
   2      42           0.04       
   2      43           0.13       
   2      44           0.22       
   2      45           0.01       
   2      46           0.58       
   2      47           1.44       
   2      48           0.40       
   2      49           0.13       
   2      50           0.17       
   2      51           0.79       
   2      52           0.34       
   2      53           0.10       
   2      54           0.02       
   2      55           0.22       
   2      56           0.22       
   2      57           0.51       
   2      58           0.06       
   2      59           0.03       
   2      60           0.19       
   2      61           0.36       
   2      62           0.36       
   2      63           0.44       
   2      64           0.11       
   2      65           1.35       
   2      66           0.13       
   2      67           0.59       
   2      68           0.10       
   2      69           0.47       
   2      70           0.01       
   2      71           0.23       
   2      72           1.55       
   2      73           0.03       
   2      74           0.01       
   2      75           0.07       
   2      76           0.06       
   2      77           0.02       
   2      78           0.13       
   2      79           0.56       
   2      80           0.21       
   2      81           1.30       
   2      82           0.09       
   2      83           1.35       
   2      84           0.02       
   2      85           0.64       
   2      86           0.11       
   2      87           0.57       
   2      88           0.62       
   2      89           0.17       
   2      90           0.50       
   2      91           0.97       
   2      92           0.02       
   2      93           0.20       
   2      94           0.28       
   2      95           1.00       
   2      96           0.01       
   2      97           0.19       
   2      98           0.02       
   2      99           0.34       
   2     100           0.12       
   3       1           0.38       
   3       2           0.32       
   3       3           0.00       
   3       4           0.13       
   3       5           0.46       
   3       6           0.18       
   3       7           0.03       
   3       8           0.28       
   3       9           0.11       
   3      10           1.51       
   3      11           1.42       
   3      12           1.65       
   3      13           0.36       
   3      14           0.33       
   3      15           0.52       
   3      16           0.51       
   3      17           0.50       
   3      18           0.05       
   3      19           0.18       
   3      20           0.14       
   3      21           0.40       
   3      22           0.50       
   3      23           0.41       
   3      24           1.11       
   3      25           0.07       
   3      26           0.29       
   3      27           0.38       
   3      28           0.52       
   3      29           1.65       
   3      30           0.17       
   3      31           2.43       
   3      32           0.33       
   3      33           1.18       
   3      34           0.25       
   3      35           0.07       
   3      36           0.38       
   3      37           0.36       
   3      38           0.32       
   3      39           0.01       
   3      40           1.49       
   3      41           1.11       
   3      42           0.03       
   3      43           0.06       
   3      44           0.03       
   3      45           0.27       
   3      46           0.07       
   3      47           1.11       
   3      48           0.23       
   3      49           0.06       
   3      50           0.87       
   3      51           0.08       
   3      52           0.51       
   3      53           0.28       
   3      54           0.29       
   3      55           0.23       
   3      56           0.03       
   3      57           1.04       
   3      58           0.33       
   3      59           0.01       
   3      60           0.43       
   3      61           0.05       
   3      62           0.05       
   3      63           0.57       
   3      64           0.56       
   3      65           0.79       
   3      66           0.06       
   3      67           1.65       
   3      68           0.40       
   3      69           0.32       
   3      70           0.03       
   3      71           0.23       
   3      72           1.24       
   3      73           0.04       
   3      74           0.52       
   3      75           0.46       
   3      76           0.02       
   3      77           0.15       
   3      78           0.01       
   3      79           0.07       
   3      80           0.24       
   3      81           1.49       
   3      82           0.18       
   3      83           0.79       
   3      84           0.15       
   3      85           0.36       
   3      86           1.42       
   3      87           0.56       
   3      88           0.18       
   3      89           0.01       
   3      90           0.18       
   3      91           0.23       
   3      92           0.15       
   3      93           0.53       
   3      94           0.02       
   3      95           0.78       
   3      96           0.25       
   3      97           0.77       
   3      98           0.03       
   3      99           0.85       
   3     100           0.14       
   4       1           0.20       
   4       2           0.35       
   4       3           0.50       
   4       4           0.00       
   4       5           0.46       
   4       6           1.50       
   4       7           0.49       
   4       8           0.32       
   4       9           0.26       
   4      10           2.96       
   4      11           0.19       
   4      12           0.67       
   4      13           0.75       
   4      14           0.30       
   4      15           0.03       
   4      16           0.24       
   4      17           0.84       
   4      18           0.13       
   4      19           0.03       
   4      20           0.71       
   4      21           0.11       
