Alis

CUSTOMERS
store1  store2  tempo_deslocamento
   1       1           0.00       
   1       2           1.55       
   1       3           0.21       
   1       4           0.91       
   1       5           0.21       
   1       6           1.33       
   1       7           0.33       
   1       8           0.41       
   1       9           0.23       
   1      10           0.06       
   1      11           0.09       
   1      12           0.53       
   1      13           0.75       
   1      14           0.50       
   1      15           0.24       
   1      16           0.03       
   1      17           0.35       
   1      18           0.20       
   1      19           0.59       
   1      20           0.29       
   1      21           0.29       
   1      22           0.17       
   1      23           1.28       
   1      24           0.41       
   1      25           0.44       
   1      26           0.81       
   1      27           0.15       
   1      28           0.09       
   1      29           0.44       
   1      30           1.63       
   1      31           0.35       
   1      32           0.51       
   1      33           0.17       
   1      34           0.33       
   1      35           0.16       
   1      36           0.22       
   1      37           0.61       
   1      38           0.24       
   1      39           1.63       
   1      40           0.60       
   1      41           0.30       
   1      42           0.33       
   1      43           0.03       
   1      44           0.10       
   1      45           0.17       
   1      46           0.44       
   1      47           1.44       
   1      48           0.21       
   1      49           0.12       
   1      50           0.08       
   1      51           0.62       
   1      52           0.60       
   1      53           0.37       
   1      54           0.41       
   1      55           0.31       
   1      56           2.12       
   1      57           0.10       
   1      58           0.12       
   1      59           0.37       
   1      60           1.63       
   1      61           0.44       
   1      62           0.24       
   1      63           0.16       
   1      64           0.28       
   1      65           1.55       
   1      66           0.08       
   1      67           0.29       
   1      68           0.21       
   1      69           0.15       
   1      70           0.24       
   1      71           0.29       
   1      72           0.35       
   1      73           0.15       
   1      74           1.04       
   1      75           1.44       
   1      76           0.37       
   1      77           0.92       
   1      78           0.26       
   1      79           0.37       
   1      80           1.88       
   1      81           0.03       
   1      82           0.30       
   1      83           0.22       
   1      84           0.92       
   1      85           0.21       
   1      86           2.12       
   1      87           0.62       
   1      88           0.12       
   1      89           1.28       
   1      90           0.61       
   1      91           0.14       
   1      92           0.26       
   1      93           0.26       
   1      94           1.63       
   1      95           0.03       
   1      96           0.75       
   1      97           0.65       
   1      98           1.33       
   1      99           0.24       
   1     100           0.41       
   1     101           0.16       
   1     102           0.17       
   1     103           1.52       
   1     104           0.01       
   1     105           0.50       
   1     106           0.60       
   1     107           0.05       
   1     108           1.52       
   1     109           0.03       
   1     110           1.64       
   1     111           0.17       
   1     112           0.15       
   1     113           0.12       
   1     114           0.16       
   1     115           0.15       
   1     116           0.31       
   1     117           0.40       
   1     118           0.17       
   1     119           0.63       
   1     120           0.49       
   1     121           0.91       
   1     122           0.06       
   1     123           0.50       
   1     124           0.21       
   1     125           0.17       
   1     126           0.41       
   1     127           0.49       
   1     128           1.04       
   1     129           0.21       
   1     130           0.81       
   1     131           0.24       
   1     132           0.36       
   1     133           0.65       
   1     134           0.28       
   1     135           0.10       
   1     136           0.92       
   1     137           0.03       
   1     138           0.60       
   1     139           0.49       
   1     140           0.72       
   1     141           2.12       
   1     142           1.64       
   1     143           0.72       
   1     144           0.33       
   1     145           0.56       
   1     146           0.72       
   1     147           0.28       
   1     148           0.15       
   1     149           0.24       
   1     150           0.41       
   1     151           0.36       
   1     152           0.21       
   1     153           0.72       
   1     154           0.37       
   1     155           1.55       
   1     156           1.44       
   1     157           0.35       
   1     158           0.01       
   1     159           0.63       
   1     160           0.37       
   1     161           0.17       
   1     162           0.08       
   1     163           0.81       
   1     164           0.03       
   1     165           0.07       
   1     166           0.65       
   1     167           0.16       
   1     168           1.33       
   1     169           1.33       
   1     170           0.28       
   1     171           1.55       
   1     172           0.12       
   1     173           0.21       
   1     174           0.03       
   1     175           0.61       
   1     176           0.18       
   1     177           0.03       
   1     178           0.37       
   1     179           1.04       
   1     180           0.62       
   1     181           0.35       
   1     182           0.20       
   1     183           0.18       
   1     184           0.51       
   1     185           0.15       
   1     186           0.30       
   1     187           0.20       
   1     188           0.22       
   1     189           0.23       
   1     190           0.50       
   1     191           0.33       
   1     192           0.59       
   1     193           0.26       
   1     194           0.14       
   1     195           0.74       
   1     196           0.61       
   1     197           0.03       
   1     198           0.17       
   1     199           0.44       
   1     200           0.21       
   2       1           0.36       
   2       2           0.00       
   2       3           1.27       
   2       4           0.08       
   2       5           1.27       
   2       6           0.56       
   2       7           1.83       
   2       8           0.83       
   2       9           2.00       
   2      10           0.72       
   2      11           0.16       
   2      12           1.89       
   2      13           1.81       
   2      14           1.51       
   2      15           0.82       
   2      16           0.08       
   2      17           2.22       
   2      18           1.80       
   2      19           1.07       
   2      20           2.23       
   2      21           0.91       
   2      22           0.35       
   2      23           1.73       
   2      24           0.83       
   2      25           1.21       
   2      26           0.32       
   2      27           0.36       
   2      28           0.16       
   2      29           0.64       
   2      30           0.25       
   2      31           2.22       
   2      32           0.30       
   2      33           0.68       
   2      34           1.83       
