id_Client1,id_Client2,Distance
1,1,0.0
1,2,0.696944444444444
1,3,0.94
1,4,0.931944444444444
1,5,2.2575
1,6,0.763611111111111
1,7,0.953055555555556
1,8,0.846666666666667
1,9,1.07222222222222
1,10,0.890555555555555
1,11,1.07777777777778
1,12,0.937777777777778
1,13,0.286666666666667
1,14,0.845555555555555
1,15,0.823055555555555
1,16,0.915833333333333
1,17,0.944166666666667
1,18,1.54194444444444
1,19,0.868611111111111
1,20,0.928888888888889
1,21,0.5775
1,22,1.04361111111111
1,23,1.73166666666667
1,24,0.915555555555556
1,25,0.9475
1,26,1.11833333333333
1,27,0.790833333333333
1,28,0.9025
1,29,0.892222222222222
1,30,0.964444444444444
1,31,0.827777777777778
1,32,0.911666666666667
1,33,0.852222222222222
1,34,0.895833333333333
1,35,0.890555555555555
1,36,1.20638888888889
1,37,1.01444444444444
1,38,0.974722222222222
1,39,1.56111111111111
1,40,0.9375
1,41,0.591666666666667
1,42,1.13444444444444
1,43,3.15388888888889
1,44,0.893888888888889
1,45,0.555277777777778
1,46,0.5825
1,47,0.846666666666667
1,48,1.50944444444444
1,49,1.54055555555556
1,50,3.17611111111111
1,51,1.18166666666667
1,52,3.07638888888889
1,53,0.683888888888889
1,54,0.934722222222222
1,55,0.450277777777778
1,56,3.11083333333333
1,57,0.829444444444444
1,58,1.02888888888889
1,59,2.20638888888889
1,60,0.521388888888889
1,61,1.09194444444444
1,62,0.874166666666667
1,63,0.8825
1,64,2.8025
1,65,1.63916666666667
1,66,1.08138888888889
1,67,0.983055555555556
1,68,1.32083333333333
1,69,0.455833333333333
1,70,0.888611111111111
1,71,1.005
1,72,1.23166666666667
1,73,0.940277777777778
1,74,1.65333333333333
1,75,0.909166666666667
1,76,0.905
1,77,2.95333333333333
1,78,1.08166666666667
1,79,1.28555555555556
1,80,1.33055555555556
1,81,0.991388888888889
1,82,0.880833333333333
1,83,0.515833333333333
1,84,1.22861111111111
1,85,1.20277777777778
1,86,0.388333333333333
1,87,3.0575
1,88,0.961944444444444
1,89,0.943611111111111
1,90,0.442222222222222
1,91,0.828333333333333
1,92,0.801388888888889
1,93,0.683888888888889
1,94,0.615277777777778
1,95,0.904166666666667
1,96,0.871944444444444
1,97,0.840277777777778
1,98,0.940555555555556
1,99,1.21861111111111
1,100,0.880833333333333
2,1,0.664166666666667
2,2,0.0
2,3,0.394444444444444
2,4,0.763611111111111
2,5,2.11527777777778
2,6,0.6475
2,7,0.84
2,8,0.704444444444444
2,9,0.535555555555556
2,10,0.748333333333333
2,11,0.549166666666667
2,12,0.825
2,13,0.545833333333333
2,14,0.532777777777778
2,15,0.680555555555556
2,16,0.802777777777778
2,17,0.831111111111111
2,18,2.175
2,19,0.726388888888889
2,20,0.814166666666667
2,21,0.43
2,22,0.901388888888889
2,23,1.91916666666667
2,24,0.802777777777778
2,25,0.805277777777778
2,26,0.581666666666667
2,27,0.565
